#{"t_start": 1753871221.667517, "env_id": "None"}
r,l,t
-2.0,20,11.148055
-10.9,10,11.151462
-11.7,18,11.156784
-10.9,10,11.160021
-10.5,6,11.162659
-2.0,20,11.169128
-2.0,20,11.175736
-2.0,20,11.182258
-2.0,20,11.188729
-11.6,17,11.193917
-2.0,20,11.200444
-2.0,20,11.207023
-2.0,20,11.213604
-2.0,20,11.220182
-10.8,9,11.22333
-2.0,20,11.229838
-2.0,20,11.236481
-2.0,20,11.243119
-2.0,20,11.249761
-2.0,20,11.257674
-10.9,10,11.261638
-10.0,1,11.261846
-10.2,3,11.26319
-10.0,1,11.263373
-10.0,1,11.263551
-10.8,9,11.267093
-2.0,20,11.273595
-2.0,20,11.280237
-11.6,17,11.285669
-10.4,5,11.287378
-11.6,17,11.293518
-10.3,4,11.29417
-10.7,8,11.297111
-2.0,20,11.303746
-2.0,20,11.310281
-2.0,20,11.316927
-2.0,20,11.32342
-11.7,18,11.329591
-11.4,15,11.334434
-11.0,11,11.337817
-2.0,20,11.344307
-10.8,9,11.34743
-10.4,5,11.349055
-2.0,20,11.35556
-2.0,20,11.36208
-2.0,20,11.368656
-10.0,1,11.368902
-2.0,20,11.375367
-2.0,20,11.381995
-2.0,20,11.388533
-2.0,20,11.395036
-2.0,20,11.40198
-11.8,19,11.408429
-11.4,15,11.413281
-2.0,20,11.421118
-2.0,20,11.428439
-2.0,20,11.435746
-2.0,20,11.442364
-10.3,4,11.443088
-11.5,16,11.449203
-11.0,11,11.452645
-2.0,20,11.459087
-2.0,20,11.465626
-2.0,20,11.47214
-2.0,20,11.47864
-2.0,20,11.485151
-2.0,20,11.491654
-10.5,6,11.493499
-2.0,20,11.499936
-2.0,20,11.50641
-10.0,1,11.506656
-10.0,1,11.506844
-2.0,20,11.513444
-2.0,20,11.519986
-2.0,20,11.526492
-10.4,5,11.528187
-10.0,1,11.529224
-10.0,1,11.529408
-10.1,2,11.529729
-2.0,20,11.536236
-2.0,20,11.542767
-10.2,3,11.544163
-10.0,1,11.544339
-10.0,1,11.544508
-2.0,20,11.550996
-10.3,4,11.552537
-10.1,2,11.552857
-10.0,1,11.553873
-10.0,1,11.554058
-10.0,1,11.554233
-10.3,4,11.555702
-10.7,8,11.557776
-10.0,1,11.558795
-10.0,1,11.558973
-10.9,10,11.5622
-10.0,1,11.562384
-11.4,15,11.567335
-2.0,20,11.573827
-2.0,20,11.580375
-2.0,20,11.588314
-2.0,20,11.595459
-2.0,20,11.602603
-11.5,16,11.60774
-10.1,2,11.608932
-10.0,1,11.609129
-2.0,20,11.615694
-11.6,17,11.620943
-10.0,1,11.621128
-10.0,1,11.622157
-2.0,20,11.628627
-10.6,7,11.630644
-2.0,20,11.637199
-10.5,6,11.63904
-10.0,1,11.639222
-2.0,20,11.645671
-2.0,20,11.652379
-2.0,20,11.658978
-2.0,20,11.665578
-2.0,20,11.672159
-2.0,20,11.678848
-2.0,20,11.685745
-10.9,10,11.689048
-10.9,10,11.692284
6.9,2,11.693477
-10.4,5,11.695114
-2.0,20,11.701605
-2.0,20,11.708105
-2.0,20,11.714618
-2.0,20,11.721179
-11.4,15,11.726078
-10.0,1,11.726261
-10.0,1,11.726434
-10.0,1,11.726604
-10.3,4,11.728084
-10.0,1,11.728258
-10.5,6,11.730874
-10.1,2,11.731213
-2.0,20,11.73796
-2.0,20,11.744424
-2.0,20,11.751011
-2.0,20,11.759109
-2.0,20,11.766881
-2.0,20,11.773466
-2.0,20,11.780013
-10.2,3,11.78139
-10.0,1,11.781573
-10.2,3,11.782112
-10.0,1,11.783178
-2.0,20,11.789702
-2.0,20,11.79625
-2.0,20,11.803012
-11.0,11,11.80651
-10.0,1,11.806691
-10.0,1,11.806862
-10.2,3,11.80822
-11.7,18,11.813553
-10.0,1,11.814584
-10.2,3,11.815107
-10.0,1,11.815288
-10.0,1,11.816345
-10.0,1,11.816556
-10.1,2,11.816887
-2.0,20,11.823566
-2.0,20,11.830071
-10.6,7,11.832961
-2.0,20,11.839418
-2.0,20,11.845973
-2.0,20,11.852548
-2.0,20,11.859233
-2.0,20,11.865903
-2.0,20,11.872448
-2.0,20,11.878971
-10.0,1,11.879206
-2.0,20,11.885758
-10.8,9,11.88889
-10.3,4,11.889528
-10.0,1,11.890549
-10.8,9,11.892777
-10.1,2,11.893949
-10.2,3,11.894421
-10.1,2,11.8956
-10.6,7,11.897522
-10.0,1,11.897693
-2.0,20,11.904333
-2.0,20,11.910846
-2.0,20,11.917377
-10.4,5,11.919067
-10.0,1,11.920087
-2.0,20,11.928296
-11.0,11,11.932269
-10.1,2,11.932643
-11.2,13,11.937499
-2.0,20,11.943998
-2.0,20,11.950595
-10.9,10,11.953887
-10.0,1,11.954065
-10.0,1,11.954235
-11.0,11,11.957662
-10.2,3,11.959015
-2.0,20,11.965518
-2.0,20,11.972013
-2.0,20,11.978492
-2.0,20,11.98522
-11.5,16,11.990396
-10.0,1,11.990577
-10.0,1,11.991619
-10.0,1,11.991803
-10.0,1,11.991973
-10.2,3,11.993337
-10.0,1,11.993515
-10.7,8,11.995617
-10.0,1,11.996676
-10.0,1,11.996859
-2.0,20,12.003375
-11.0,11,12.006864
-11.5,16,12.011887
-10.4,5,12.013546
-11.0,11,12.017008
-11.5,16,12.022851
-2.0,20,12.029273
-2.0,20,12.035813
-2.0,20,12.042267
-2.0,20,12.048756
-2.0,20,12.055328
-11.8,19,12.060886
-10.0,1,12.061929
-10.0,1,12.062111
-10.1,2,12.062437
-2.0,20,12.06898
-2.0,20,12.075507
6.2,9,12.078636
-2.0,20,12.085178
-10.2,3,12.086577
-10.0,1,12.086761
-2.0,20,12.095116
-2.0,20,12.102427
-2.0,20,12.108945
-2.0,20,12.115596
-2.0,20,12.122253
-11.2,13,12.126093
-2.0,20,12.132676
-10.6,7,12.1356
-10.0,1,12.13578
-10.9,10,12.139089
-2.0,20,12.145565
-2.0,20,12.152255
-10.2,3,12.153663
-2.0,20,12.160251
-10.3,4,12.160957
-10.3,4,12.162457
-10.1,2,12.16365
-10.0,1,12.16383
-2.0,20,12.170367
-11.7,18,12.175939
-2.0,20,12.18249
-2.0,20,12.18901
-2.0,20,12.195464
-2.0,20,12.202055
-10.4,5,12.203778
-2.0,20,12.210295
-2.0,20,12.216857
-2.0,20,12.223419
-2.0,20,12.229938
-2.0,20,12.236624
-2.0,20,12.243196
-2.0,20,12.249787
-2.0,20,12.257585
-11.9,20,12.264836
-10.2,3,12.26661
-10.9,10,12.270088
-2.0,20,12.276628
-10.1,2,12.277024
-2.0,20,12.283731
-2.0,20,12.290288
-2.0,20,12.296799
-11.8,10,12.300207
-11.7,18,12.306437
-2.0,20,12.312948
-2.0,20,12.31968
-10.2,3,12.321106
-11.0,11,12.324578
-2.0,20,12.331092
-11.9,11,12.334615
-2.0,20,12.341171
-11.2,13,12.345802
-2.0,20,12.352293
-2.0,20,12.358966
-2.0,20,12.365506
-2.0,20,12.371999
-2.0,20,12.378572
-11.2,13,12.382472
-2.0,20,12.388954
-11.2,13,12.393547
-11.6,17,12.398692
-2.0,20,12.405195
-2.0,20,12.411712
-2.0,20,12.418313
-2.0,20,12.426291
-2.0,20,12.433843
-2.0,20,12.440587
-2.9,20,12.447215
-2.0,20,12.45378
-11.8,19,12.460254
-2.0,20,12.466909
-2.0,20,12.473464
-2.0,20,12.480025
-2.0,20,12.48657
-2.0,20,12.493191
-2.9,20,12.499747
-2.0,20,12.506333
-2.0,20,12.512948
-11.0,11,12.516437
-10.2,3,12.517784
-10.2,3,12.518263
-10.0,1,12.519306
-2.0,20,12.525794
-2.0,20,12.532307
-2.0,20,12.538813
-10.9,10,12.542123
-11.5,16,12.547121
-10.8,9,12.550247
-10.1,2,12.550584
-10.8,9,12.553671
-11.5,16,12.558663
-11.2,13,12.563183
-10.9,10,12.566416
-10.6,7,12.568355
-10.4,5,12.569999
-2.0,20,12.576477
-2.0,20,12.583225
-2.0,20,12.590813
-11.0,11,12.594397
-10.2,3,12.596125
-10.2,3,12.5967
-10.0,1,12.5979
-10.0,1,12.598082
-10.0,1,12.598256
-2.0,20,12.605322
-2.0,20,12.611933
-10.0,1,12.612166
-10.3,4,12.613668
-2.0,20,12.620299
-2.0,20,12.626887
-2.0,20,12.633603
-2.0,20,12.64015
-10.6,7,12.642146
-2.0,20,12.648769
-11.9,20,12.655448
-2.0,20,12.661995
-11.6,17,12.66811
-10.5,6,12.669925
-10.3,4,12.671418
-2.0,20,12.677952
-2.0,20,12.684654
-10.5,6,12.686799
-10.1,2,12.687125
-2.0,20,12.693615
-2.0,20,12.700171
-2.0,20,12.706735
-11.2,13,12.711385
-10.2,3,12.712719
-2.0,20,12.719216
-2.0,20,12.725752
-10.9,10,12.729104
-10.0,1,12.729289
-10.0,1,12.729464
-2.0,20,12.736187
-11.6,17,12.741414
-10.0,1,12.742441
-10.4,5,12.744088
-2.0,20,12.750662
-2.0,20,12.75853
-10.7,8,12.760803
-10.2,3,12.762326
-10.0,1,12.762531
-2.0,20,12.770439
-2.0,20,12.777285
-10.0,1,12.77752
-10.9,10,12.780794
-10.5,6,12.782696
-2.0,20,12.789237
-2.0,20,12.795752
-2.9,20,12.802402
-2.0,20,12.808934
-11.9,20,12.81551
-2.0,20,12.822146
-11.8,19,12.828647
-2.0,20,12.835156
-2.0,20,12.841726
-2.0,20,12.848186
-2.0,20,12.854865
-2.0,20,12.861454
-11.8,19,12.867878
-2.0,20,12.874433
-2.0,20,12.880998
-2.0,20,12.887642
-11.4,15,12.892545
-10.0,1,12.892725
-10.0,1,12.892897
-10.2,3,12.894231
-2.0,20,12.900762
-10.1,2,12.90115
-10.0,1,12.902183
-2.0,20,12.908738
-10.0,1,12.90898
-10.0,1,12.909154
-10.0,1,12.909325
-2.0,20,12.915825
-2.0,20,12.922353
-2.0,20,12.930084
-2.0,20,12.937302
-2.0,20,12.943915
-11.3,14,12.948765
-2.0,20,12.955446
-2.0,20,12.961943
-2.0,20,12.968598
-11.0,11,12.97209
-11.3,14,12.976834
-10.0,1,12.977011
-10.1,2,12.978188
-2.0,20,12.984882
-2.0,20,12.991492
-2.0,20,12.998007
-2.0,20,13.004518
-2.0,20,13.010991
-2.0,20,13.017648
-2.0,20,13.024276
-2.0,20,13.03084
-2.0,20,13.037445
-11.3,14,13.041365
-11.9,20,13.047807
-2.0,20,13.054317
-11.3,14,13.059114
-2.0,20,13.06561
-2.0,20,13.072139
-10.6,7,13.075117
-11.2,13,13.078872
-2.0,20,13.085413
-2.0,20,13.093009
-2.0,20,13.100653
-2.0,20,13.107511
-2.0,20,13.114132
-10.1,2,13.115459
-10.1,2,13.115807
-10.3,4,13.117303
-2.0,20,13.12379
-2.0,20,13.130344
-2.0,20,13.137999
-2.0,20,13.14526
-11.2,13,13.149522
-2.0,20,13.157028
-10.2,3,13.158488
-10.0,1,13.158664
-11.3,14,13.163404
-2.0,20,13.170071
-2.0,20,13.176722
-2.0,20,13.183346
-2.0,20,13.189955
-11.5,16,13.195032
-10.0,1,13.195213
-2.0,20,13.201792
-2.0,20,13.208377
-2.0,20,13.214894
-11.1,12,13.219466
-10.1,2,13.219798
-10.0,1,13.219967
-10.1,2,13.22116
-11.6,17,13.226348
-10.1,2,13.227527
-2.0,20,13.234347
-10.9,10,13.237705
-10.9,10,13.240958
-10.5,6,13.242754
-10.0,1,13.242931
-2.0,20,13.249463
-3.9,20,13.256057
-11.8,10,13.259391
-2.0,20,13.267029
-2.0,20,13.274231
-2.0,20,13.280901
-10.4,5,13.282931
-10.8,9,13.286154
-2.0,20,13.292645
-2.0,20,13.299452
-2.0,20,13.306075
-2.0,20,13.312631
-2.0,20,13.31934
-11.3,14,13.324142
-10.3,4,13.324785
-2.0,20,13.331288
-11.6,17,13.337477
-2.0,20,13.343952
-2.0,20,13.350547
-2.0,20,13.357333
-2.0,20,13.363923
-11.9,20,13.37054
-10.0,1,13.37072
-10.0,1,13.370894
-2.0,20,13.377385
-10.7,8,13.380396
-2.0,20,13.387058
-2.9,20,13.393643
-2.0,20,13.400218
-2.0,20,13.406799
-11.7,18,13.412245
-10.3,4,13.413758
-10.0,1,13.413931
-10.3,4,13.415513
-10.0,1,13.415691
-10.0,1,13.416735
-10.2,3,13.41723
-2.0,20,13.423677
-2.0,20,13.431332
-2.0,20,13.438688
-2.0,20,13.44556
-2.0,20,13.452475
-11.1,12,13.456965
-2.0,20,13.463406
-10.6,7,13.465469
-2.0,20,13.471907
-2.0,20,13.478381
-2.0,20,13.485044
-11.7,18,13.49131
-2.0,20,13.497752
-10.4,5,13.499504
-10.0,1,13.49969
-2.9,20,13.506145
-2.0,20,13.512618
-11.4,15,13.517526
-11.0,11,13.520906
-10.3,4,13.522375
-2.0,20,13.528835
-2.0,20,13.535309
-2.0,20,13.541764
-2.0,20,13.548223
-2.0,20,13.55468
-2.0,20,13.56119
-11.2,13,13.56494
-2.0,20,13.571334
-2.0,20,13.578017
-2.0,20,13.584529
-2.0,20,13.590997
-2.0,20,13.598796
-2.0,20,13.606388
-2.0,20,13.613296
-10.5,6,13.616378
-2.0,20,13.623035
-2.0,20,13.629656
-2.0,20,13.636485
-2.0,20,13.64305
-2.0,20,13.649692
-2.0,20,13.656247
-2.0,20,13.6628
-2.0,20,13.669391
-2.0,20,13.675934
-2.0,20,13.682452
-2.0,20,13.689205
-2.0,20,13.695852
-2.0,20,13.702456
-2.0,20,13.709004
-2.0,20,13.715584
-10.6,7,13.717635
-10.0,1,13.717816
-10.3,4,13.719315
-10.0,1,13.719489
-2.0,20,13.725976
-2.0,20,13.732535
-2.0,20,13.739098
-2.0,20,13.745768
-10.8,9,13.748986
-2.0,20,13.755467
-10.1,2,13.755848
-2.0,20,13.762266
-2.0,20,13.770563
-2.0,20,13.777418
-2.0,20,13.784297
-2.0,20,13.790915
-2.9,20,13.79772
-11.9,20,13.804333
-2.0,20,13.810784
-2.0,20,13.817388
-2.0,20,13.823997
-10.0,1,13.825098
-10.2,3,13.825587
-10.1,2,13.826776
-2.0,20,13.833339
-11.6,17,13.83858
-11.2,13,13.843129
-10.4,5,13.844772
-11.0,11,13.848193
-2.0,20,13.854767
-2.0,20,13.861309
-2.0,20,13.867933
-11.4,15,13.872885
-11.0,11,13.876304
-10.1,2,13.876629
-10.9,10,13.879875
-2.0,20,13.886485
-10.0,1,13.887569
-10.0,1,13.887759
-2.0,20,13.89423
-2.0,20,13.900767
-10.1,2,13.901158
-2.0,20,13.90761
-13.0,12,13.912222
-10.0,1,13.912435
-10.2,3,13.912911
-10.3,4,13.914414
-2.0,20,13.921111
-2.0,20,13.927669
-2.0,20,13.93568
-2.0,20,13.942884
-10.9,10,13.946244
-11.3,14,13.951494
-2.0,20,13.958105
-2.0,20,13.964728
-2.0,20,13.971334
-10.2,3,13.972732
-10.1,2,13.97307
-11.5,16,13.978096
-10.3,4,13.979579
-11.4,15,13.984515
-10.2,3,13.98584
-10.2,3,13.986338
-10.2,3,13.987681
-10.7,8,13.989763
-10.1,2,13.991006
-10.0,1,13.991191
-10.2,3,13.992572
-10.7,8,13.994742
-2.0,20,14.001382
-10.0,1,14.001622
-10.2,3,14.002964
-11.3,14,14.007644
-10.0,1,14.007822
-10.3,4,14.009299
-10.0,1,14.009474
-10.0,1,14.009645
-10.9,10,14.012909
-10.0,1,14.013086
-2.0,20,14.019567
-2.0,20,14.02612
-10.5,6,14.028801
-2.0,20,14.03531
-10.3,4,14.036021
-2.0,20,14.042462
-2.0,20,14.049004
-2.0,20,14.055524
-2.0,20,14.062112
-11.4,15,14.067129
-10.1,2,14.068313
-10.1,2,14.06864
-10.1,2,14.069808
-2.0,20,14.076272
-2.0,20,14.082979
-2.0,20,14.089586
-11.1,12,14.093317
-2.0,20,14.100927
-10.0,1,14.101162
-10.0,1,14.101336
-10.0,1,14.102448
-10.0,1,14.102651
-2.0,20,14.109869
-2.0,20,14.116867
-2.0,20,14.123459
-2.0,20,14.129991
-2.0,20,14.136527
-2.0,20,14.143029
-10.4,5,14.144723
-2.0,20,14.151215
-2.0,20,14.157729
-2.0,20,14.164189
-2.0,20,14.170879
-10.8,9,14.174058
-10.4,5,14.175713
-2.0,20,14.182217
-10.0,1,14.182455
-2.0,20,14.188904
-2.0,20,14.195465
-10.9,10,14.198846
-2.0,20,14.205429
-10.0,1,14.205661
-10.0,1,14.205838
-2.0,20,14.212277
-2.0,20,14.218745
-2.0,20,14.225207
-2.0,20,14.231708
-10.2,3,14.233152
-11.7,18,14.238489
-10.6,7,14.241327
-2.0,20,14.247925
-2.0,20,14.254539
-2.0,20,14.261074
-2.0,20,14.268804
-10.0,1,14.269042
-10.0,1,14.269218
-10.7,8,14.272799
-2.0,20,14.279498
-2.0,20,14.286515
-2.0,20,14.293327
-2.0,20,14.300086
-2.0,20,14.306628
-11.9,20,14.313229
-10.9,10,14.316597
-2.0,20,14.32313
-2.0,20,14.329755
-11.4,15,14.33479
-2.0,20,14.341378
-2.0,20,14.347915
-2.0,20,14.354566
-2.0,20,14.361242
-3.9,20,14.367849
-10.9,10,14.371132
-2.0,20,14.377666
-2.0,20,14.38432
-10.5,6,14.386179
-11.2,13,14.390725
-2.0,20,14.397157
-2.0,20,14.403743
-2.0,20,14.410267
-2.0,20,14.417027
-10.7,8,14.419217
-10.2,3,14.420548
-10.8,9,14.42363
-10.1,2,14.423966
-10.2,3,14.425295
-10.1,2,14.42563
-10.1,2,14.42595
-2.0,20,14.433632
-11.0,11,14.438517
-10.4,5,14.440579
-10.1,2,14.440935
-2.0,20,14.447442
-2.0,20,14.454363
-10.8,9,14.457539
-2.0,20,14.46403
-11.4,15,14.469076
-10.6,7,14.471032
-2.0,20,14.477511
-2.0,20,14.484095
-2.0,20,14.490654
-11.2,13,14.495256
-2.0,20,14.501803
-2.0,20,14.508273
-2.0,20,14.514836
-2.0,20,14.521399
-2.0,20,14.528204
-2.0,20,14.534844
-2.0,20,14.541456
-2.0,20,14.548021
-2.0,20,14.554583
-2.0,20,14.561118
-2.0,20,14.567692
-2.0,20,14.574259
-10.0,1,14.574488
-10.0,1,14.574661
-10.0,1,14.574836
-11.7,18,14.58119
-2.0,20,14.587769
-2.0,20,14.594295
-2.0,20,14.601909
-2.0,20,14.609285
-10.2,3,14.610752
-10.0,1,14.610947
-10.1,2,14.61128
-10.8,9,14.614415
-2.0,20,14.621324
-2.0,20,14.627906
-11.6,17,14.633284
-10.3,4,14.634823
-10.0,1,14.635
-2.0,20,14.641573
-11.6,17,14.64774
-2.0,20,14.654344
-11.8,19,14.660721
-2.0,20,14.66731
-11.3,14,14.671235
-11.5,16,14.677146
-2.0,20,14.683696
-10.0,1,14.683935
-10.0,1,14.684111
-10.6,7,14.686044
-10.6,7,14.688816
-11.9,20,14.695615
-10.1,2,14.695943
-11.7,18,14.702165
-10.0,1,14.702346
-11.7,18,14.708542
-2.0,20,14.71506
-10.1,2,14.715455
-10.4,5,14.71717
-10.1,2,14.71751
-2.0,20,14.724082
-2.0,20,14.730615
-2.0,20,14.737215
-2.0,20,14.743755
-10.5,6,14.746624
-10.6,7,14.74861
-10.0,1,14.748787
-10.0,1,14.748958
-11.1,12,14.753391
-10.0,1,14.75357
-10.7,8,14.756507
-2.0,20,14.762999
-2.0,20,14.770876
-10.1,2,14.771283
-2.0,20,14.778908
-2.0,20,14.786095
-11.8,19,14.792505
-2.0,20,14.799031
-2.0,20,14.805599
-2.0,20,14.812137
-2.0,20,14.818731
-11.7,18,14.824097
-11.4,15,14.82894
-10.0,1,14.829967
-10.0,1,14.830148
-2.0,20,14.836791
-2.0,20,14.843384
-2.0,20,14.849987
-2.0,20,14.856646
-2.0,20,14.863242
-2.0,20,14.869754
-2.0,20,14.876235
-2.0,20,14.882797
-2.0,20,14.889335
-2.0,20,14.89582
-2.0,20,14.902383
-10.6,7,14.90436
-2.0,20,14.910773
-2.0,20,14.917586
-11.0,11,14.921041
-2.0,20,14.927498
-2.0,20,14.935196
-2.0,20,14.942525
-2.0,20,14.949488
-2.0,20,14.956201
-2.0,20,14.962814
-2.0,20,14.969457
-2.0,20,14.976072
-11.3,14,14.98084
-2.0,20,14.987427
-2.0,20,14.99411
-2.0,20,15.000813
-2.0,20,15.007344
-2.0,20,15.013871
-10.4,5,15.01561
-10.3,4,15.017141
-10.0,1,15.017317
-2.0,20,15.02395
-11.2,13,15.028585
-10.0,1,15.028761
-10.0,1,15.028933
-2.0,20,15.035486
-2.0,20,15.041971
-10.6,7,15.044784
-10.5,6,15.046563
-10.4,5,15.048189
-2.0,20,15.054753
-10.0,1,15.054989
-10.6,7,15.056986
-2.0,20,15.063532
-2.0,20,15.070049
-2.0,20,15.076537
-2.0,20,15.083245
-11.5,16,15.089124
-2.0,20,15.095533
-2.0,20,15.103443
-10.6,7,15.105912
-2.0,20,15.113059
-2.0,20,15.120062
-2.0,20,15.126623
-10.0,1,15.126861
-10.0,1,15.127035
-2.0,20,15.133613
-2.0,20,15.140244
-10.0,1,15.14134
-10.5,6,15.143142
-2.0,20,15.149737
-2.0,20,15.156236
-2.0,20,15.162943
-2.0,20,15.169586
-2.0,20,15.176077
-11.5,16,15.181121
-10.1,2,15.181457
-2.0,20,15.188019
-2.0,20,15.194657
-2.0,20,15.201225
-2.0,20,15.207766
-10.3,4,15.209317
-10.2,3,15.21066
-10.0,1,15.210835
-2.0,20,15.217453
-2.0,20,15.22405
-2.0,20,15.230583
-2.0,20,15.237194
-2.0,20,15.243755
-2.0,20,15.250455
-2.0,20,15.25693
-2.0,20,15.263414
-2.0,20,15.271085
-2.0,20,15.278494
-2.0,20,15.285755
-2.0,20,15.29237
-11.7,9,15.295549
-11.2,13,15.299354
-10.5,6,15.302074
-10.2,3,15.302563
-10.5,6,15.304364
-10.4,5,15.30603
-10.8,9,15.309181
-2.0,20,15.315794
-2.0,20,15.322376
-10.4,5,15.324081
-2.0,20,15.33056
-2.0,20,15.337128
-2.0,20,15.343649
-11.3,14,15.348428
-2.0,20,15.355057
-11.1,12,15.3588
-10.1,2,15.360006
-10.4,5,15.361656
-2.0,20,15.368216
-2.0,20,15.374743
-2.0,20,15.381317
-2.0,20,15.387972
-11.4,15,15.392899
-11.4,15,15.397821
-2.0,20,15.40434
-10.2,3,15.40488
-10.3,4,15.406362
-2.0,20,15.41285
-2.9,20,15.41948
-2.0,20,15.42605
-2.0,20,15.432687
-2.0,20,15.440575
-2.9,20,15.447847
-2.0,20,15.454823
-10.7,8,15.457895
-2.0,20,15.464488
-2.0,20,15.471123
-2.0,20,15.477621
-2.0,20,15.484321
-2.0,20,15.490957
-10.8,9,15.494116
-10.5,6,15.495902
-10.0,1,15.49608
-10.3,4,15.497584
-11.4,15,15.502479
-2.0,20,15.508934
-2.0,20,15.515464
-10.0,1,15.515696
-2.0,20,15.522113
-10.1,2,15.522499
-2.0,20,15.529122
-2.0,20,15.535749
-2.0,20,15.542289
-2.0,20,15.548868
-2.0,20,15.555405
-2.0,20,15.561916
-2.0,20,15.568517
-2.0,20,15.575083
-2.0,20,15.581671
-2.0,20,15.588323
-2.0,20,15.594859
-2.0,20,15.601474
-10.7,8,15.605629
-10.4,5,15.607372
-2.0,20,15.614536
-2.0,20,15.621586
-10.0,1,15.621845
-11.3,14,15.62661
-10.0,1,15.626795
-10.0,1,15.62697
-10.0,1,15.627998
-10.2,3,15.62848
-11.0,11,15.631944
-2.0,20,15.638532
-2.0,20,15.645078
-2.0,20,15.651734
-2.0,20,15.658205
-2.0,20,15.664678
-2.0,20,15.671257
-2.0,20,15.677766
-2.0,20,15.684327
-2.0,20,15.690918
-2.9,20,15.697773
-2.0,20,15.704268
-2.0,20,15.710805
-10.3,4,15.712353
-10.8,9,15.715448
-10.0,1,15.715623
-2.0,20,15.722067
-2.0,20,15.728589
-2.0,20,15.735176
-2.0,20,15.741698
-11.5,16,15.746766
-2.0,20,15.753342
-2.0,20,15.75984
-2.0,20,15.76641
-2.0,20,15.774226
-11.6,17,15.781062
-10.0,1,15.781274
-2.0,20,15.788184
-2.0,20,15.794865
-2.0,20,15.801478
-2.0,20,15.808034
-10.7,8,15.811076
-2.0,20,15.817785
-11.8,19,15.823432
-2.0,20,15.829964
-2.0,20,15.836618
-10.5,6,15.839359
-2.0,20,15.845871
-2.0,20,15.852443
-2.0,20,15.859043
-11.4,15,15.863995
-2.0,20,15.870607
-2.0,20,15.877202
-10.9,10,15.880499
-2.0,20,15.887007
-2.0,20,15.893517
-10.2,3,15.894086
-10.0,1,15.894262
-10.0,1,15.895292
-2.0,20,15.901819
-2.0,20,15.908323
-2.0,20,15.914934
-2.0,20,15.921439
-2.0,20,15.927904
-10.7,8,15.930047
-10.0,1,15.930223
-10.0,1,15.931242
-10.0,1,15.931423
-2.0,20,15.939176
-2.0,20,15.946445
-2.0,20,15.953489
-2.0,20,15.960167
-10.3,4,15.961713
-10.0,1,15.961896
-10.9,10,15.965211
-10.2,3,15.965714
-10.2,3,15.967106
-2.0,20,15.973579
-2.0,20,15.98005
-2.0,20,15.986791
-2.0,20,15.99337
-2.0,20,15.999979
-2.0,20,16.006502
-10.2,3,16.007884
-2.0,20,16.014309
-2.0,20,16.020877
-2.0,20,16.027455
-2.0,20,16.034018
-2.0,20,16.040523
-2.0,20,16.046994
-2.0,20,16.053578
-10.3,4,16.054282
-10.6,7,16.057098
-10.6,7,16.059048
-10.4,5,16.060696
-11.3,14,16.065433
-10.2,3,16.066833
-10.9,10,16.070175
-10.0,1,16.070361
-10.0,1,16.070534
-10.5,6,16.072331
-2.0,20,16.078876
-11.7,18,16.085234
-10.0,1,16.085417
-2.0,20,16.091916
-2.0,20,16.098671
-10.0,1,16.098904
-2.0,20,16.106757
-2.0,20,16.114321
-2.0,20,16.121577
-2.0,20,16.128237
-2.0,20,16.134951
-2.0,20,16.141491
-2.0,20,16.148052
-2.0,20,16.154661
-11.9,20,16.161282
-10.2,3,16.162647
-10.0,1,16.162829
-10.0,1,16.163003
-10.0,1,16.163173
-10.1,2,16.164355
-10.4,5,16.166046
-10.0,1,16.166224
-10.1,2,16.166542
-10.1,2,16.167758
-10.1,2,16.168095
-10.7,8,16.171125
-10.0,1,16.17131
-10.0,1,16.171485
-2.0,20,16.177996
-2.0,20,16.184592
-2.0,20,16.191188
-2.0,20,16.197721
-11.7,18,16.203942
-2.0,20,16.21037
-2.0,20,16.216919
-2.0,20,16.223459
-11.7,18,16.228835
-2.0,20,16.235354
-2.0,20,16.241827
-11.1,12,16.246243
-10.0,1,16.246419
-10.1,2,16.246739
-2.0,20,16.253387
-2.0,20,16.259907
-2.0,20,16.266561
-2.0,20,16.274424
-10.8,9,16.278081
-11.0,11,16.281696
-2.0,20,16.288855
-10.6,7,16.291783
-10.1,2,16.292112
-10.0,1,16.292283
-2.0,20,16.298846
-11.4,15,16.30386
-11.2,13,16.308493
-2.0,20,16.315122
-11.3,14,16.31996
-2.0,20,16.326388
-11.7,18,16.331878
-11.2,13,16.336551
-11.9,20,16.342965
-2.0,20,16.349409
-2.0,20,16.356065
-10.2,3,16.357542
-10.4,5,16.359213
-2.0,20,16.365715
-2.0,20,16.372306
-2.0,20,16.378855
-2.0,20,16.385465
-2.0,20,16.392015
-11.3,14,16.395915
-2.0,20,16.402437
-2.0,20,16.40897
-2.0,20,16.415672
-2.0,20,16.422255
-2.0,20,16.428728
-10.2,3,16.430121
-10.7,8,16.433137
-10.0,1,16.433327
-11.3,14,16.439251
-10.9,10,16.442642
-11.2,13,16.447002
-2.0,20,16.454069
-11.8,19,16.460499
-10.0,1,16.460678
-10.0,1,16.460853
-10.0,1,16.461877
-10.0,1,16.462059
-2.0,20,16.468642
-2.0,20,16.475206
-2.0,20,16.481796
-2.0,20,16.488496
-2.0,20,16.495062
-2.0,20,16.501748
-2.0,20,16.508381
-2.0,20,16.514927
-2.0,20,16.521534
