#{"t_start": 1753871221.667517, "env_id": "None"}
r,l,t
-2.0,20,5.831889
-11.8,19,5.838314
-11.0,11,5.841693
-11.6,17,5.846811
-2.0,20,5.854806
-2.0,20,5.861585
-2.0,20,5.868767
-2.0,20,5.87537
-11.9,20,5.882057
-10.7,8,5.885321
-2.0,20,5.891823
-2.0,20,5.898409
-10.8,9,5.901651
-2.0,20,5.908098
-2.0,20,5.914684
-3.9,20,5.921376
-2.0,20,5.927957
-10.2,3,5.92849
-2.0,20,5.935098
-11.3,14,5.940099
-2.0,20,5.946598
-2.0,20,5.95323
-2.0,20,5.959838
-11.5,16,5.964886
-2.0,20,5.971402
-10.3,4,5.972959
-2.0,20,5.979436
-2.0,20,5.986021
-2.0,20,5.992529
-2.0,20,5.999182
-2.0,20,6.005794
-10.5,6,6.007642
-2.0,20,6.014092
-2.0,20,6.022072
-10.7,8,6.025586
-10.2,3,6.027101
-10.3,4,6.027752
-10.1,2,6.028945
-10.2,3,6.029422
-10.2,3,6.030856
-10.1,2,6.031193
-10.5,6,6.034179
-2.0,20,6.040736
-2.0,20,6.047354
-10.0,1,6.047599
-2.0,20,6.054144
-2.0,20,6.060687
-2.0,20,6.067379
-2.0,20,6.073932
-2.0,20,6.080495
-10.6,7,6.082553
-2.0,20,6.089068
-10.7,8,6.092049
-2.0,20,6.098512
-11.5,16,6.103594
-10.3,4,6.105084
-11.2,13,6.10887
-2.0,20,6.115339
-11.3,14,6.120108
-2.0,20,6.126565
-11.6,17,6.132726
-11.2,13,6.13643
-11.5,16,6.141404
-10.0,1,6.142427
-10.6,7,6.144349
-10.2,3,6.145657
-10.4,5,6.14729
-10.4,5,6.148963
-2.0,20,6.155413
-2.0,20,6.161884
-2.0,20,6.168595
-2.0,20,6.175272
-2.0,20,6.181865
-2.0,20,6.189657
-10.4,5,6.192
-10.3,4,6.192718
-2.0,20,6.199668
-2.0,20,6.206393
-2.0,20,6.213023
-2.0,20,6.219673
-11.7,18,6.225968
-10.1,2,6.226298
-2.0,20,6.232931
-11.0,11,6.237345
-2.0,20,6.243827
-11.4,15,6.248791
-2.0,20,6.255561
-2.0,20,6.262128
-2.0,20,6.268701
-2.0,20,6.275246
-11.5,16,6.280286
-10.9,10,6.283626
-10.0,1,6.283809
-11.9,20,6.290319
-2.0,20,6.296789
-11.3,14,6.301606
-10.7,8,6.303693
-2.0,20,6.310158
-10.7,8,6.313159
-10.5,6,6.314976
-10.6,7,6.317791
-2.0,20,6.324238
-2.0,20,6.330785
-2.0,20,6.337432
-2.0,20,6.343977
-2.0,20,6.35056
-2.0,20,6.358792
-11.3,14,6.362747
-10.1,2,6.363959
-10.0,1,6.364148
-10.0,1,6.364331
-10.1,2,6.365653
-10.1,2,6.366207
-10.1,2,6.366606
-2.0,20,6.37321
-2.0,20,6.379912
-11.1,12,6.384718
-2.0,20,6.391194
-11.0,11,6.39468
-11.4,15,6.399624
-10.9,10,6.402901
-11.2,13,6.407497
-10.4,5,6.409144
-2.0,20,6.415756
-10.4,5,6.417565
-10.0,1,6.417748
-10.0,1,6.41792
-10.2,3,6.419256
-10.1,2,6.419604
-10.0,1,6.419774
-2.0,20,6.426261
-2.0,20,6.432886
-11.7,18,6.439154
-10.2,3,6.439634
-2.0,20,6.446096
-2.0,20,6.452636
-2.0,20,6.459269
-2.0,20,6.465849
-11.9,20,6.472326
-11.9,20,6.478733
-10.6,7,6.481498
-2.0,20,6.488013
-10.4,5,6.489722
-11.9,20,6.496269
-2.0,20,6.502913
-10.3,4,6.504482
-10.8,9,6.506738
-2.0,20,6.513236
-2.0,20,6.521146
-2.0,20,6.528351
-11.2,13,6.533482
-10.8,9,6.536636
-10.4,5,6.538283
-2.0,20,6.544905
-11.6,17,6.550238
-10.0,1,6.550419
-2.0,20,6.556949
-2.0,20,6.563512
-2.0,20,6.570166
-2.0,20,6.576708
-2.0,20,6.583321
-2.0,20,6.589832
-11.2,13,6.594488
-11.2,13,6.59907
-11.1,12,6.602664
-10.6,7,6.604602
-10.4,5,6.606257
-2.0,20,6.612803
-2.0,20,6.619372
-2.0,20,6.625846
-2.0,20,6.63234
-2.0,20,6.638887
-2.0,20,6.645477
-2.0,20,6.652117
-2.0,20,6.658582
-10.7,8,6.661569
-2.0,20,6.668259
-10.2,3,6.669652
-2.0,20,6.676072
-2.0,20,6.682652
-10.6,7,6.684724
-11.0,11,6.689212
-2.0,20,6.696622
-10.3,4,6.698252
-2.0,20,6.705068
-10.7,8,6.708095
-10.4,5,6.709807
-10.1,2,6.710179
-10.4,5,6.711876
-10.0,1,6.712051
-10.1,2,6.713249
-2.0,20,6.719982
-2.0,20,6.726558
-2.9,20,6.733135
-5.1,3,6.733687
-2.0,20,6.740176
-10.0,1,6.740407
-10.0,1,6.741438
-2.0,20,6.747934
-11.2,13,6.751825
-10.4,5,6.753492
-10.1,2,6.754681
-10.7,8,6.756824
-10.0,1,6.757002
-11.3,14,6.761721
-2.9,20,6.768234
-10.6,7,6.771076
-2.0,20,6.777634
-2.0,20,6.784237
-2.0,20,6.790774
-2.0,20,6.797322
-2.0,20,6.803924
-10.0,1,6.804164
-10.2,3,6.804646
-2.0,20,6.811212
-2.0,20,6.817814
-2.0,20,6.824342
-2.0,20,6.830883
-2.0,20,6.837604
-2.0,20,6.844104
-2.0,20,6.850698
-2.0,20,6.858892
-10.4,5,6.860721
-10.2,3,6.862109
-2.0,20,6.869305
-2.0,20,6.876017
-2.0,20,6.882867
-10.3,4,6.88451
-10.1,2,6.884842
-10.1,2,6.886041
-11.0,11,6.889493
-10.1,2,6.889826
-10.0,1,6.89
-10.2,3,6.891354
-2.0,20,6.897838
-2.0,20,6.904487
-10.8,9,6.907642
-10.1,2,6.90797
-11.9,20,6.914475
-2.0,20,6.921149
-2.9,20,6.927746
-2.0,20,6.934338
-11.2,13,6.939051
-2.0,20,6.94558
-2.0,20,6.952159
-12.3,15,6.957089
-2.0,20,6.96354
-2.0,20,6.970187
-2.0,20,6.976756
-2.0,20,6.983301
-2.0,20,6.989838
-10.3,4,6.991385
-10.4,5,6.993021
-2.0,20,6.999556
-2.0,20,7.006227
-2.9,20,7.012757
-2.0,20,7.019398
-2.0,20,7.027278
-2.0,20,7.034775
-2.0,20,7.041336
-2.0,20,7.047821
-2.0,20,7.054495
-2.0,20,7.061068
-2.0,20,7.067634
-2.0,20,7.074119
-2.0,20,7.080684
-2.0,20,7.087229
-2.0,20,7.093705
-2.0,20,7.10019
-11.9,20,7.106801
-11.8,19,7.112356
-10.5,6,7.115014
-2.0,20,7.121507
-2.0,20,7.128006
-11.0,11,7.131435
-11.9,20,7.13814
-2.0,20,7.144661
-11.4,15,7.149641
-2.0,20,7.156056
-2.0,20,7.162537
-2.0,20,7.169207
-11.0,11,7.172695
-10.8,9,7.175779
-2.0,20,7.182262
-2.0,20,7.189987
-2.0,20,7.197541
-2.0,20,7.204766
-2.0,20,7.211434
-2.0,20,7.218099
-2.0,20,7.22466
-2.0,20,7.231179
-10.6,7,7.23328
-2.0,20,7.239801
-2.0,20,7.246365
-2.0,20,7.252976
-2.0,20,7.259515
-2.0,20,7.266029
-10.5,6,7.267869
-2.0,20,7.274342
-11.9,20,7.280852
-10.0,1,7.281916
-2.0,20,7.288534
-2.0,20,7.295027
-2.0,20,7.301602
-2.0,20,7.308105
-2.0,20,7.314606
-2.0,20,7.321229
-2.0,20,7.32777
-13.4,16,7.332906
-10.0,1,7.333095
-2.0,20,7.339753
-2.0,20,7.346296
-2.0,20,7.352883
-2.0,20,7.360723
-2.0,20,7.399241
-2.0,20,7.424009
-2.0,20,7.431299
-10.6,7,7.433483
-2.0,20,7.440001
-11.5,16,7.445898
-2.0,20,7.452469
-10.2,3,7.453021
-2.0,20,7.459586
-10.8,9,7.462773
-11.0,11,7.466283
-2.0,20,7.47286
-2.0,20,7.479389
-11.0,11,7.482886
-2.0,20,7.489351
-10.7,8,7.492349
-10.1,2,7.492676
-10.0,1,7.4937
-10.0,1,7.493882
-2.0,20,7.500408
-11.7,18,7.505859
-2.0,20,7.512349
-2.0,20,7.519007
-2.0,20,7.525869
-2.0,20,7.532494
-2.0,20,7.539042
-11.1,12,7.543535
-2.0,20,7.55009
-2.0,20,7.55665
-2.0,20,7.563172
-10.8,9,7.566392
-10.8,9,7.568666
-2.0,20,7.576297
-2.0,20,7.583856
-12.2,4,7.585515
-10.0,1,7.585692
-10.9,10,7.588992
-10.8,9,7.59219
-10.0,1,7.592394
-10.6,7,7.595228
-10.0,1,7.595406
-10.0,1,7.595576
-10.7,8,7.598561
-2.0,20,7.605102
-2.0,20,7.611802
-11.1,12,7.615511
-2.0,20,7.622141
-10.2,3,7.623555
-2.0,20,7.630081
-2.0,20,7.636706
-2.0,20,7.643335
-2.0,20,7.649967
-2.0,20,7.656554
-2.0,20,7.663181
-3.9,20,7.669793
-10.0,1,7.670024
-2.0,20,7.676485
-10.4,5,7.678178
-13.2,14,7.68294
-11.9,20,7.689423
-10.2,3,7.689908
-10.0,1,7.69096
-2.0,20,7.697513
-2.0,20,7.704106
-2.0,20,7.710637
-2.0,20,7.717229
-10.4,5,7.719013
-2.0,20,7.725507
-2.0,20,7.732069
-2.0,20,7.739747
-10.4,5,7.741521
-10.4,5,7.743233
-2.0,20,7.750949
-2.0,20,7.757589
-2.0,20,7.764342
-10.8,9,7.766726
-10.2,3,7.76809
-2.0,20,7.774652
-2.0,20,7.781263
-2.0,20,7.78789
-11.2,13,7.792558
-11.9,20,7.799102
-2.0,20,7.805578
-2.0,20,7.81209
-2.0,20,7.818681
-2.0,20,7.825316
-2.0,20,7.831943
-2.0,20,7.83845
-3.9,20,7.844953
-10.6,7,7.846983
-10.0,1,7.847159
-10.0,1,7.847332
-10.0,1,7.848396
-2.0,20,7.854962
-2.0,20,7.861518
-2.0,20,7.868215
-2.0,20,7.874789
-2.0,20,7.881344
-10.0,1,7.881584
-2.0,20,7.888287
-2.0,20,7.894896
-11.5,16,7.899997
-10.2,3,7.90133
-2.0,20,7.908862
-11.2,13,7.913206
-2.0,20,7.920422
-2.0,20,7.92704
-2.0,20,7.933719
-2.0,20,7.940317
-2.0,20,7.946874
-11.6,17,7.953224
-2.0,20,7.959746
-10.5,6,7.961618
-10.0,1,7.961799
-11.8,19,7.968275
-10.4,5,7.969925
-2.0,20,7.976476
-2.0,20,7.98307
-2.0,20,7.989678
-11.0,11,7.993189
-10.0,1,7.993367
-10.0,1,7.993542
-2.0,20,8.000024
-2.0,20,8.00661
-2.0,20,8.013161
-2.0,20,8.01976
-10.0,1,8.020836
-10.1,2,8.021173
-10.1,2,8.021495
-2.0,20,8.027947
-10.3,4,8.029486
-10.3,4,8.03096
-10.3,4,8.032508
-10.0,1,8.032684
-10.0,1,8.032857
-2.0,20,8.03931
-2.0,20,8.045802
-2.0,20,8.052364
-2.0,20,8.059065
-2.0,20,8.065605
-2.0,20,8.072088
-2.0,20,8.080213
-2.0,20,8.087548
-11.1,12,8.09207
-10.1,2,8.092431
-10.2,3,8.093785
-10.0,1,8.093971
-2.0,20,8.100541
-2.0,20,8.107242
-11.5,16,8.112385
-2.0,20,8.119044
-2.0,20,8.126307
-10.7,8,8.129747
-11.8,19,8.136066
-10.1,2,8.137415
-2.0,20,8.1445
-2.0,20,8.151635
-2.0,20,8.158359
-10.9,10,8.1617
-10.2,3,8.162176
-10.0,1,8.16322
-10.3,4,8.16385
-10.4,5,8.165563
-2.0,20,8.172113
-2.0,20,8.178659
-10.1,2,8.179905
-2.0,20,8.18644
-2.0,20,8.192962
-2.0,20,8.19947
-2.0,20,8.20596
-2.0,20,8.212456
-11.8,19,8.218882
-2.0,20,8.225545
-10.4,5,8.227247
-10.0,1,8.22743
-10.0,1,8.227603
-10.0,1,8.227773
-10.0,1,8.227939
-2.0,20,8.234475
-2.0,20,8.241012
-2.0,20,8.24897
-2.0,20,8.256093
-2.0,20,8.263014
-10.6,7,8.266261
-2.0,20,8.272908
-2.0,20,8.279584
-11.8,19,8.28611
-10.6,7,8.288088
-10.4,5,8.289732
-10.8,9,8.292813
-10.1,2,8.293139
-2.0,20,8.299684
-2.0,20,8.306244
-11.9,20,8.312792
-10.1,2,8.313965
-10.0,1,8.314147
-10.1,2,8.31447
-10.0,1,8.314639
-10.8,9,8.317801
-2.0,20,8.324404
-2.0,20,8.330915
-10.7,8,8.333919
-2.0,20,8.340445
-2.0,20,8.347108
-10.3,4,8.348685
-10.0,1,8.348873
-2.0,20,8.355418
-2.0,20,8.361971
-2.0,20,8.368568
-2.0,20,8.375115
-2.0,20,8.381696
-2.0,20,8.388287
-2.0,20,8.394899
-11.8,19,8.401374
-2.9,20,8.407843
-2.0,20,8.415538
-2.0,20,8.422722
-2.0,20,8.429378
-2.0,20,8.436419
-2.0,20,8.44304
-10.5,6,8.444898
-10.5,6,8.4467
-10.0,1,8.446873
-11.8,19,8.45335
-2.0,20,8.459828
-10.0,1,8.460058
-2.0,20,8.466722
-2.0,20,8.473285
-11.3,14,8.478088
-10.0,1,8.478271
-10.1,2,8.479444
-10.2,3,8.479923
-10.1,2,8.481099
-10.8,9,8.483405
-10.1,2,8.484604
-10.1,2,8.48493
-2.0,20,8.491425
-2.0,20,8.498013
-2.0,20,8.504609
-2.0,20,8.511268
-10.3,4,8.512822
-11.2,13,8.517402
-10.3,4,8.518035
-10.0,1,8.519071
-10.0,1,8.519253
-10.1,2,8.519575
-10.1,2,8.520756
-10.4,5,8.522398
-10.0,1,8.522577
-10.0,1,8.52275
-10.1,2,8.523066
-10.2,3,8.524394
-10.1,2,8.52471
-10.0,1,8.525744
-10.8,9,8.528116
-2.0,20,8.534736
-11.2,13,8.539363
-10.2,3,8.540688
-2.0,20,8.547111
-10.2,3,8.547653
-10.0,1,8.547828
-10.0,1,8.548847
-10.0,1,8.549026
-2.0,20,8.555464
-2.0,20,8.562085
-2.0,20,8.568634
-2.0,20,8.575128
-10.0,1,8.575357
-10.1,2,8.575682
-2.0,20,8.583631
-2.0,20,8.590955
-2.0,20,8.597534
-11.6,17,8.604089
-10.0,1,8.604284
-10.2,3,8.605623
-10.2,3,8.606121
-2.0,20,8.612592
-11.4,15,8.617614
-2.0,20,8.624197
-10.6,7,8.627068
-10.1,2,8.627405
-10.0,1,8.627576
-10.0,1,8.627745
-10.0,1,8.628775
-10.0,1,8.628956
-2.0,20,8.635672
-2.0,20,8.642321
-2.0,20,8.648982
-2.0,20,8.655484
-11.5,16,8.660505
-10.6,7,8.662436
-2.0,20,8.66896
-2.0,20,8.675921
-2.0,20,8.682521
-10.6,7,8.685394
-10.6,7,8.687335
-10.7,8,8.690286
-11.1,12,8.693834
-11.9,20,8.700424
-10.2,3,8.70177
-10.1,2,8.702099
-10.0,1,8.702267
-2.0,20,8.708746
-10.8,9,8.711891
-10.5,6,8.71367
-10.0,1,8.714685
-10.0,1,8.714864
-2.0,20,8.721393
-2.0,20,8.728036
-2.0,20,8.734644
-11.8,19,8.740998
-10.0,1,8.741188
-2.0,20,8.749001
-10.6,7,8.751094
-2.0,20,8.758349
-2.0,20,8.765048
-10.4,5,8.76713
-2.0,20,8.773771
-2.0,20,8.7804
-2.0,20,8.787145
-2.0,20,8.793688
-2.0,20,8.800313
-2.0,20,8.806992
-10.1,2,8.808259
-2.0,20,8.814783
-11.8,19,8.820444
-10.2,3,8.821796
-2.0,20,8.828255
-2.0,20,8.834866
-10.7,8,8.837894
-10.5,6,8.839696
-10.6,7,8.841703
-2.0,20,8.84817
-2.0,20,8.854833
-2.0,20,8.861356
-10.4,5,8.863056
-2.0,20,8.869551
-2.0,20,8.876036
-10.0,1,8.876266
-11.7,18,8.882501
-10.3,4,8.884026
-10.2,3,8.884507
-10.1,2,8.885698
-10.1,2,8.886023
-11.1,12,8.890407
-11.9,20,8.897014
-2.0,20,8.903608
-2.0,20,8.910166
-2.0,20,8.917941
-11.1,12,8.922235
-10.2,3,8.923618
-10.8,9,8.925914
-11.2,13,8.930522
-10.1,2,8.93085
-10.1,2,8.932222
-2.0,20,8.939164
-2.0,20,8.94583
-11.2,13,8.949696
-10.4,5,8.951348
-10.6,7,8.954158
-10.6,7,8.956114
-11.0,11,8.959504
-10.1,2,8.960693
-10.4,5,8.962328
-2.0,20,8.968925
-2.0,20,8.975521
-11.0,11,8.978986
-2.0,20,8.985571
-10.1,2,8.985959
-11.9,20,8.992429
-2.0,20,8.998952
-11.3,14,9.003747
-11.2,13,9.008371
-10.4,5,9.010037
-2.0,20,9.016566
-11.2,13,9.020297
-2.0,20,9.026725
-2.9,20,9.033304
-10.7,8,9.036306
-2.0,20,9.042731
-10.6,7,9.044738
-10.7,8,9.047688
-10.3,4,9.049193
-10.3,4,9.050672
-2.0,20,9.057078
-10.5,6,9.058913
-10.5,6,9.060892
-3.9,20,9.067455
-2.0,20,9.073967
-10.1,2,9.074352
-10.0,1,9.075385
-10.0,1,9.075565
-10.7,8,9.077639
-10.0,1,9.078665
-10.2,3,9.079149
-10.1,2,9.081387
-2.0,20,9.088647
-2.0,20,9.095326
-2.0,20,9.102391
-2.0,20,9.109022
-2.0,20,9.115663
-2.0,20,9.122229
-2.0,20,9.128765
-2.0,20,9.135404
-2.0,20,9.142082
-2.0,20,9.148735
-2.0,20,9.155341
-2.0,20,9.16191
-2.0,20,9.168491
-11.9,20,9.175123
-10.0,1,9.175309
-10.0,1,9.175484
-11.8,19,9.181842
-10.3,4,9.183379
-10.0,1,9.183566
-10.0,1,9.183741
-2.0,20,9.190349
-10.1,2,9.190751
-2.0,20,9.197261
-2.0,20,9.203832
-10.4,5,9.20553
-2.0,20,9.211996
-2.0,20,9.218558
-2.0,20,9.225064
-2.0,20,9.231743
-10.7,8,9.234815
-10.0,1,9.234992
-2.0,20,9.241472
-2.0,20,9.249202
-10.0,1,9.249439
-10.0,1,9.250543
-10.0,1,9.250738
-2.0,20,9.257967
-10.1,2,9.258412
-2.0,20,9.265054
-2.0,20,9.272068
-2.0,20,9.278734
-2.0,20,9.285431
-10.2,3,9.286848
-10.1,2,9.287173
-10.1,2,9.288359
-2.0,20,9.29482
-10.5,6,9.296662
-10.0,1,9.296839
-2.0,20,9.3035
-2.0,20,9.310067
-2.0,20,9.316706
-10.4,5,9.318428
-10.1,2,9.318747
-2.0,20,9.32525
-10.1,2,9.326504
-2.0,20,9.333021
-2.0,20,9.339525
-2.0,20,9.346114
-2.0,20,9.352725
-2.0,20,9.359406
-2.0,20,9.365993
-10.1,2,9.366381
-2.0,20,9.372879
-2.0,20,9.3794
-2.0,20,9.386007
-11.0,11,9.389462
-2.0,20,9.395974
-10.3,4,9.397523
-10.0,1,9.397696
-10.0,1,9.398767
-2.0,20,9.405297
-2.0,20,9.411816
-2.0,20,9.419737
-2.0,20,9.426978
-2.0,20,9.434001
-2.0,20,9.440608
-2.0,20,9.447183
-2.0,20,9.453755
-2.0,20,9.460324
-2.0,20,9.466964
-2.0,20,9.473516
-2.0,20,9.479986
-2.0,20,9.486569
-2.0,20,9.493095
-2.0,20,9.499793
-2.0,20,9.50637
-2.0,20,9.512972
-2.0,20,9.519583
-10.7,8,9.521728
-11.4,15,9.526595
-11.7,18,9.532815
-10.3,4,9.534352
-10.2,3,9.534838
-10.0,1,9.535008
-10.0,1,9.536039
-10.0,1,9.53622
-2.0,20,9.542704
-2.0,20,9.549325
-11.6,17,9.554585
-2.0,20,9.561093
-10.0,1,9.561328
-10.3,4,9.562939
-10.0,1,9.563131
-2.0,20,9.56972
-11.3,14,9.574477
-2.0,20,9.580897
-2.0,20,9.589028
-2.0,20,9.595839
-2.0,20,9.602771
-10.4,5,9.604522
-10.2,3,9.605881
-10.0,1,9.606058
-2.0,20,9.61256
-2.0,20,9.619135
-2.0,20,9.625731
-2.0,20,9.63237
-2.0,20,9.638965
-10.2,3,9.640371
-2.0,20,9.646885
-2.0,20,9.653455
-2.0,20,9.659979
-2.0,20,9.666554
-2.0,20,9.673137
-2.0,20,9.679855
-10.6,7,9.681885
-10.1,2,9.682211
-10.0,1,9.683266
-2.0,20,9.689794
-2.0,20,9.696308
-2.0,20,9.702895
-2.0,20,9.709431
-11.3,14,9.713361
-2.0,20,9.720002
-2.0,20,9.726528
-11.2,13,9.731259
-2.0,20,9.7378
-2.0,20,9.744302
-2.0,20,9.751945
-10.4,5,9.753745
-10.5,6,9.755997
-10.0,1,9.756257
-11.2,13,9.76123
-11.3,14,9.766281
-2.0,20,9.772889
-2.0,20,9.779481
-2.0,20,9.786119
-11.7,18,9.791501
-2.0,20,9.797928
-2.0,20,9.804534
-2.0,20,9.811186
-2.0,20,9.817807
-2.0,20,9.824355
-2.0,20,9.83087
-2.0,20,9.837463
-2.0,20,9.844001
-2.0,20,9.85056
-2.0,20,9.857144
-2.0,20,9.863637
-11.6,17,9.869928
-10.3,4,9.871428
-10.1,2,9.871768
-10.0,1,9.871942
-10.1,2,9.873138
-10.0,1,9.87332
-10.0,1,9.873491
-10.0,1,9.87366
-2.0,20,9.880172
-2.0,20,9.886826
-2.0,20,9.893371
-11.7,18,9.899853
-2.0,20,9.906327
-2.0,20,9.912894
-10.6,7,9.914889
-2.0,20,9.923035
-2.0,20,9.930054
-2.9,20,9.937027
-2.0,20,9.94364
-2.0,20,9.950332
-11.7,18,9.956627
-10.3,4,9.958097
-2.0,20,9.96455
-10.8,9,9.966988
-11.3,14,9.971734
-11.2,13,9.976392
-10.3,4,9.977871
-2.0,20,9.984408
-10.5,6,9.986255
-10.3,4,9.987721
-10.6,7,9.98966
-2.0,20,9.9961
-2.0,20,10.002713
-2.0,20,10.009327
-10.1,2,10.009714
-2.0,20,10.016236
-2.0,20,10.022801
-11.6,17,10.028891
-10.5,6,10.030678
-10.7,8,10.033678
-2.0,20,10.040173
-2.0,20,10.046661
-2.0,20,10.053199
-2.0,20,10.05975
-2.0,20,10.066437
-2.0,20,10.072973
-2.0,20,10.079474
-10.8,9,10.081798
-2.0,20,10.089934
-2.0,20,10.096771
-10.2,3,10.098192
-10.1,2,10.098576
-10.0,1,10.099892
-10.0,1,10.100117
-10.1,2,10.100462
-10.2,3,10.101842
-10.0,1,10.102023
-10.0,1,10.102195
-2.0,20,10.108718
-10.7,8,10.111776
-11.1,12,10.115505
-10.7,8,10.118511
-2.0,20,10.125017
-2.0,20,10.131525
-2.0,20,10.13819
-2.0,20,10.144754
-11.5,16,10.149983
-10.0,1,10.150166
-10.0,1,10.150338
-10.0,1,10.151377
-2.0,20,10.157842
-2.0,20,10.164362
-2.0,20,10.171004
-2.0,20,10.17758
-11.5,16,10.182695
-2.0,20,10.189186
-2.0,20,10.195752
-2.0,20,10.202344
-2.0,20,10.208924
-2.0,20,10.215494
-2.0,20,10.222094
-3.9,20,10.228599
-11.9,20,10.235328
-10.7,8,10.23743
-10.0,1,10.238472
-10.0,1,10.238654
-10.0,1,10.238824
-2.0,20,10.245278
-11.3,14,10.250989
-10.1,2,10.251331
-2.0,20,10.258637
-2.0,20,10.265588
-2.0,20,10.272302
-2.0,20,10.27892
-11.7,18,10.285309
-10.2,3,10.285799
-2.0,20,10.292364
-2.0,20,10.299019
-2.0,20,10.305575
-2.0,20,10.312219
-2.0,20,10.318878
-10.6,7,10.321744
-2.0,20,10.328217
-2.0,20,10.334771
-2.0,20,10.341338
-2.0,20,10.347807
-2.0,20,10.354486
-10.0,1,10.354745
-10.0,1,10.354929
-10.0,1,10.355103
-10.0,1,10.356177
-2.0,20,10.362615
-2.0,20,10.369292
-2.0,20,10.375899
-2.0,20,10.382521
-10.5,6,10.384382
-2.0,20,10.390799
-2.0,20,10.397329
-10.7,8,10.399613
-10.6,7,10.402441
-10.0,1,10.402618
-10.0,1,10.402789
-10.0,1,10.402958
-11.9,20,10.409359
-10.0,1,10.410381
-10.0,1,10.410566
-10.1,2,10.410894
-10.1,2,10.412067
-2.0,20,10.41996
-2.0,20,10.427629
-2.0,20,10.43486
-2.0,20,10.44144
-10.8,9,10.443796
-10.2,3,10.44514
-10.5,6,10.446924
-10.4,5,10.448579
-10.1,2,10.449759
-10.8,9,10.452009
-2.0,20,10.458445
-11.9,20,10.464931
-2.0,20,10.471566
-11.6,17,10.477702
-2.0,20,10.48426
-11.8,19,10.490597
-10.6,7,10.492537
-10.5,6,10.494307
-2.0,20,10.500945
-2.0,20,10.5077
-2.0,20,10.514254
-2.0,20,10.520805
-2.0,20,10.527284
-2.0,20,10.533823
-2.0,20,10.540367
-10.0,1,10.540604
-10.6,7,10.543394
-10.1,2,10.543721
-10.0,1,10.543893
-11.8,19,10.550275
-2.0,20,10.556764
-11.6,17,10.562881
-10.9,10,10.56627
-10.5,6,10.568079
-10.0,1,10.568269
-10.6,7,10.570208
-11.0,11,10.574453
-10.1,2,10.574791
-10.4,5,10.576426
-10.0,1,10.576599
-10.0,1,10.576769
-10.0,1,10.577788
-2.0,20,10.585574
-2.0,20,10.592827
-2.0,20,10.599985
-2.0,20,10.606559
-10.3,4,10.607247
-2.0,20,10.613734
-11.3,14,10.61862
-10.5,6,10.620421
-11.5,16,10.626451
-2.0,20,10.633078
-2.0,20,10.639655
-2.0,20,10.646209
-11.0,11,10.649775
-11.8,19,10.656093
-2.0,20,10.662526
-2.0,20,10.669149
-2.0,20,10.675696
-11.6,17,10.680905
-12.4,16,10.685947
-10.0,1,10.686118
-10.0,1,10.687154
-10.0,1,10.687335
-2.0,20,10.69382
-2.0,20,10.700403
-2.0,20,10.706989
-10.6,7,10.708992
-11.5,16,10.714049
-10.7,8,10.717037
-2.0,20,10.723488
-2.0,20,10.730151
-2.0,20,10.736824
-11.6,17,10.742083
-2.0,20,10.748596
-2.0,20,10.756602
-10.1,2,10.758318
-10.1,2,10.758735
-10.0,1,10.758912
-11.1,12,10.763501
-2.0,20,10.770309
-2.0,20,10.777009
-2.0,20,10.783731
-2.0,20,10.790322
-2.0,20,10.796861
-11.2,13,10.800788
-2.0,20,10.80722
-10.2,3,10.808635
-2.0,20,10.815224
-3.9,20,10.821888
-2.0,20,10.828447
-10.8,9,10.831611
-10.0,1,10.83182
-10.3,4,10.833311
-10.7,8,10.835408
-11.1,12,10.839801
-2.0,20,10.84637
-11.9,20,10.852922
-11.4,15,10.857867
-2.0,20,10.864333
-2.0,20,10.871012
-2.0,20,10.877575
-10.7,8,10.879729
-2.0,20,10.886365
-2.0,20,10.892901
-2.0,20,10.899615
-2.0,20,10.906195
-10.3,4,10.907741
-11.0,11,10.911109
-10.0,1,10.912131
-10.0,1,10.912312
-10.8,9,10.915394
-10.0,1,10.915575
-2.0,20,10.923878
-11.5,16,10.929917
-10.0,1,10.930128
-10.0,1,10.930304
-10.4,5,10.932118
-10.0,1,10.93323
-10.4,5,10.934903
-2.0,20,10.941422
-2.0,20,10.948011
-2.0,20,10.954668
-2.0,20,10.961202
-10.4,5,10.962891
-10.0,1,10.96308
-10.1,2,10.963407
-10.0,1,10.963579
-10.2,3,10.964914
-10.4,5,10.966607
-10.4,5,10.968248
-10.0,1,10.968423
-2.0,20,10.97489
-2.0,20,10.981429
-2.0,20,10.988031
-2.0,20,10.994569
-2.0,20,11.001138
-2.0,20,11.007682
-2.0,20,11.014152
-2.0,20,11.020739
-2.0,20,11.027275
-2.0,20,11.033909
-2.0,20,11.040482
-2.0,20,11.047011
-2.0,20,11.053587
-2.0,20,11.060102
-10.5,6,11.061966
-10.1,2,11.063262
-10.0,1,11.063446
-10.0,1,11.063617
-10.0,1,11.063783
-10.3,4,11.065327
-11.5,16,11.070412
-11.4,15,11.07528
-10.1,2,11.076469
-2.0,20,11.082994
-2.0,20,11.090939
-2.0,20,11.098081
-2.0,20,11.10507
-2.0,20,11.111667
-10.1,2,11.112053
-2.0,20,11.118629
-11.1,12,11.123122
-10.8,9,11.125462
-10.1,2,11.126712
-10.4,5,11.128355
-2.0,20,11.134867
-2.0,20,11.141371
