#{"t_start": 1753900099.014961, "env_id": "None"}
r,l,t
-10.3,4,4.887526
6.8,3,4.887992
8.9,12,4.889776
9.2,9,4.891127
8.8,13,4.893053
4.3,20,4.896005
8.1,11,4.897695
-10.3,4,4.898301
12.8,15,4.90049
-10.0,1,4.900657
5.7,16,4.902967
-13.0,12,4.904717
-10.8,9,4.906041
3.8,16,4.908371
5.8,16,4.910697
3.8,16,4.913035
3.6,18,4.915642
5.3,11,4.917248
-15.3,7,4.918284
-10.4,5,4.919027
5.1,12,4.920787
7.5,17,4.923261
9.2,9,4.924592
-5.6,8,4.925762
7.0,12,4.927519
4.1,14,4.929557
5.6,6,4.930449
-12.8,10,4.931908
-12.4,6,4.932818
-10.4,5,5.259581
6.0,13,5.26163
9.1,10,5.263144
9.0,11,5.264803
-10.3,4,5.265426
6.8,14,5.267489
14.2,10,5.26897
8.2,10,5.270451
-10.2,3,5.270911
8.9,12,5.27268
11.8,4,5.273283
7.1,11,5.274906
-11.1,3,5.275372
-10.6,7,5.276406
6.8,3,5.276867
6.1,12,5.278641
-14.8,12,5.280412
-13.3,6,5.281308
8.2,10,5.282787
9.3,8,5.283971
14.0,12,5.285735
9.0,11,5.28734
-14.6,9,5.288672
8.9,12,5.290497
-12.3,5,5.291253
-10.2,3,5.29171
-10.0,1,5.291877
8.0,12,5.293631
6.4,7,5.294665
6.8,15,5.296914
-10.0,1,5.297135
-10.0,1,5.297329
5.8,15,5.299623
-11.2,13,5.301563
-10.8,9,5.302906
9.0,11,5.304541
7.0,1,5.30471
9.3,8,5.305898
13.9,13,5.307804
-0.1,17,5.310287
9.1,10,5.311762
5.8,15,5.313958
9.3,8,5.315139
-10.0,1,5.315306
17.1,14,5.317353
8.2,10,5.318842
6.0,13,5.32075
7.2,10,5.32222
6.2,11,5.323855
9.2,9,5.325176
8.1,11,5.326796
9.1,10,5.328271
7.3,9,5.32959
-10.0,1,5.329756
5.7,5,5.330496
6.9,13,5.332391
9.2,9,5.33371
5.8,15,5.335895
7.1,11,5.337508
-11.7,9,5.338831
9.1,10,5.340292
8.9,12,5.342039
7.0,1,5.342206
-10.1,2,5.342516
-6.0,3,5.34297
-10.1,2,5.343281
7.8,14,5.345346
-10.0,1,5.345512
5.2,12,5.347269
-6.6,20,5.350175
7.3,9,5.351579
-10.5,6,5.352472
4.9,15,5.354647
8.3,9,5.355968
-13.2,5,5.356714
9.2,9,5.358032
6.8,3,5.358487
-11.3,5,5.359225
9.0,11,5.360824
-10.3,4,5.36143
8.6,15,5.363726
8.9,12,5.365508
12.2,12,5.367282
8.9,12,5.369044
6.0,14,5.371099
7.1,11,5.372717
7.9,13,5.374632
-14.2,15,5.376821
6.1,12,5.378582
-10.4,5,5.379326
5.2,12,5.381263
3.8,16,5.383698
9.3,8,5.384912
1.5,20,5.387887
6.7,15,5.390133
-11.0,11,5.391769
-14.9,13,5.393702
-11.3,5,5.39446
6.3,19,5.397335
-10.6,7,5.398383
-13.1,13,5.40029
9.2,9,5.401625
-10.2,3,5.40208
-10.1,2,5.402391
-10.0,1,5.402555
9.3,8,5.403731
7.8,14,5.405768
7.3,9,5.407101
-10.1,2,5.407413
-10.3,4,5.408012
-6.9,12,5.409762
-10.9,10,5.411225
-10.6,7,5.412253
6.7,15,5.414437
6.8,3,5.414889
7.2,10,5.416349
7.9,13,5.418241
9.2,9,5.419557
-10.0,1,5.419723
-10.0,1,5.419887
-10.0,1,5.420049
8.3,9,5.421356
8.5,16,5.423686
8.2,10,5.42515
9.1,10,5.42661
-13.0,12,5.428353
8.2,10,5.42981
7.2,11,5.431425
-10.3,4,5.432023
-12.2,5,5.432766
-10.3,4,5.433363
-10.0,1,5.433525
-10.0,1,5.433688
14.0,12,5.435442
7.1,11,5.437055
9.0,11,5.43866
9.0,11,5.440265
-14.5,9,5.441574
9.3,8,5.442743
11.1,13,5.444634
6.0,13,5.446521
-10.2,3,5.446986
8.1,11,5.448587
9.0,11,5.450195
4.1,13,5.452087
9.0,11,5.453685
9.1,10,5.455166
9.3,8,5.456337
9.1,10,5.457804
9.2,9,5.459123
-10.4,5,5.459865
9.0,11,5.461457
7.0,12,5.463207
-10.1,2,5.463518
-10.0,1,5.463685
-14.3,6,5.464564
9.3,8,5.465747
9.1,10,5.467214
6.9,2,5.46752
-5.9,11,5.469116
6.9,13,5.471002
-10.7,8,5.472169
-12.6,8,5.473343
7.1,11,5.474945
3.4,9,5.476261
-10.1,2,5.476572
-10.0,1,5.476736
7.2,10,5.478191
9.3,8,5.479363
8.0,12,5.481119
6.5,6,5.481997
7.0,12,5.483742
3.3,12,5.485488
-12.2,4,5.486088
9.2,9,5.487408
9.2,9,5.488721
8.9,12,5.491603
8.9,12,5.493451
3.9,4,5.494085
7.0,1,5.49426
-11.7,9,5.495636
13.9,13,5.497634
9.2,9,5.499006
6.0,13,5.500982
3.6,18,5.503697
-10.0,1,5.503869
14.3,9,5.505234
-10.0,1,5.505404
-5.7,9,5.506758
9.3,8,5.507974
-12.4,6,5.508886
-11.1,12,5.510704
-10.3,4,5.511324
-10.3,4,5.511945
8.8,13,5.513914
7.0,13,5.515879
7.8,14,5.517988
2.9,15,5.520252
9.2,9,5.521611
8.3,9,5.522978
9.1,10,5.524504
7.0,12,5.5263
6.9,2,5.52662
9.3,8,5.527828
9.3,8,5.52904
-11.1,3,5.529502
7.1,11,5.531184
-10.1,2,5.531502
-10.1,2,5.531816
-10.3,4,5.532437
9.0,11,5.5341
6.6,5,5.534867
9.3,8,5.536089
5.3,10,5.537604
9.0,11,5.539257
-13.3,6,5.540175
7.3,9,5.54153
7.3,9,5.542883
2.1,14,5.544979
-10.8,9,5.546333
-11.7,9,5.5477
6.1,12,5.549499
7.3,9,5.550868
-12.1,3,5.551337
-10.1,2,5.551683
8.6,15,5.553924
9.2,9,5.55528
6.7,4,5.555908
-10.2,3,5.556375
-10.1,2,5.556692
-10.0,1,5.556863
5.3,11,5.558521
-10.1,2,5.558841
9.1,10,5.560353
-10.1,2,5.560673
8.5,16,5.563063
9.0,11,5.564736
7.1,11,5.892511
5.2,11,5.894202
9.3,8,5.895411
7.1,11,5.897151
7.0,1,5.897351
6.7,4,5.89801
-10.1,2,5.898341
8.9,12,5.90016
-10.0,1,5.900335
7.2,10,5.90185
9.1,10,5.90336
9.0,11,5.905013
7.3,9,5.906366
9.0,11,5.908015
-10.7,8,5.909245
8.2,10,5.910741
-10.6,7,5.911802
-11.7,9,5.913143
8.1,11,5.91499
-10.0,1,5.915178
9.3,8,5.916426
-10.0,1,5.916601
-10.0,1,5.916774
9.3,8,5.918002
13.2,11,5.919677
9.2,9,5.921084
5.2,12,5.922898
-10.1,2,5.923222
-10.5,6,5.924144
6.8,14,5.926257
9.3,8,5.927475
9.2,9,5.928846
7.2,10,5.930472
9.3,8,5.931744
8.8,13,5.93369
7.3,9,5.935028
-10.2,3,5.935493
6.7,4,5.936097
7.3,9,5.937431
6.8,14,5.939478
6.8,14,5.941528
9.2,9,5.942855
9.1,10,5.944329
-12.5,7,5.945366
5.2,11,5.94705
7.3,9,5.948409
9.0,11,5.95004
7.2,10,5.951513
-11.5,7,5.952548
6.7,4,5.953154
-10.0,1,5.953323
5.1,12,5.955088
9.3,8,5.956276
5.7,5,5.957029
8.4,17,5.959497
-10.7,8,5.960673
6.7,4,5.961277
-10.8,9,5.962603
-11.0,11,5.964222
-10.5,6,5.965112
8.3,9,5.966426
-5.2,4,5.967035
-10.0,1,5.967197
6.9,13,5.969115
14.0,12,5.970868
9.3,8,5.972047
8.8,13,5.973938
-11.0,11,5.975541
-10.5,6,5.976433
9.3,8,5.977614
7.0,12,5.979367
7.1,11,5.980983
9.1,10,5.982446
8.3,9,5.983757
-12.1,13,5.985648
4.1,13,5.987528
7.0,12,5.989267
5.2,12,5.99101
8.3,9,5.992335
9.2,9,5.993653
8.2,10,5.99511
-10.1,2,5.995419
9.0,11,5.997022
14.3,9,5.998342
-10.5,6,5.999227
9.3,8,6.000397
9.2,9,6.001712
9.0,11,6.003317
9.3,8,6.004488
-10.4,5,6.005228
6.0,13,6.007117
7.3,9,6.008435
9.2,9,6.009746
7.2,10,6.0112
7.6,16,6.013523
-10.3,4,6.014124
-10.1,2,6.014432
4.8,16,6.016743
-10.5,6,6.017631
7.2,10,6.019103
7.3,10,6.02056
8.3,9,6.021874
9.3,8,6.023046
6.1,12,6.024786
7.1,11,6.026389
6.8,14,6.028425
7.2,11,6.030021
-11.8,10,6.031486
9.2,9,6.0328
5.4,19,6.03554
-10.4,5,6.036285
9.2,9,6.037592
7.1,11,6.03929
-13.3,15,6.041483
6.2,11,6.043096
-10.0,1,6.043264
7.2,10,6.04472
8.0,12,6.046475
11.9,14,6.048512
9.3,8,6.049681
9.2,9,6.050993
8.5,16,6.053298
8.0,12,6.055044
-11.3,5,6.05578
8.1,11,6.057389
-10.5,6,6.058272
8.8,13,6.060161
-10.2,3,6.060616
8.4,17,6.06307
9.2,9,6.064387
9.0,11,6.065985
-12.9,11,6.067589
8.1,11,6.069188
6.1,12,6.070949
-10.7,8,6.07213
8.5,16,6.074447
8.8,13,6.076337
7.0,12,6.078083
-10.0,1,6.078248
9.2,9,6.079556
7.2,10,6.081019
-10.0,1,6.081185
11.9,15,6.083345
4.2,12,6.085086
9.2,9,6.086398
9.2,9,6.087711
-12.7,9,6.089019
8.1,11,6.090613
9.3,8,6.091775
7.2,10,6.09323
-11.0,11,6.094823
7.1,11,6.096421
9.3,8,6.097645
9.3,8,6.098838
8.1,11,6.100453
8.9,12,6.102205
9.0,11,6.103811
4.1,13,6.105726
-13.4,7,6.106768
9.3,8,6.107947
9.1,10,6.109414
7.0,12,6.111242
-10.3,4,6.111926
-11.6,8,6.113264
-10.8,9,6.114576
6.1,12,6.11633
8.4,17,6.1188
9.2,9,6.120118
14.3,9,6.121434
8.9,12,6.123187
4.1,13,6.125084
-10.2,3,6.125542
8.1,11,6.127154
-12.5,7,6.128185
8.9,12,6.129935
7.3,9,6.131257
7.2,10,6.132719
-10.2,3,6.133174
3.3,11,6.134784
9.2,9,6.136113
9.2,9,6.137432
9.1,10,6.13892
9.3,8,6.140093
9.3,8,6.141265
9.1,10,6.14272
-10.0,1,6.142886
6.9,2,6.143194
8.6,15,6.145366
9.0,11,6.146976
-12.6,9,6.148293
9.0,11,6.149895
-10.1,2,6.150206
7.2,10,6.151658
8.1,11,6.153254
-10.1,2,6.153566
9.3,8,6.154736
9.3,8,6.155901
-14.3,6,6.156792
-10.0,1,6.156956
-10.0,1,6.157118
9.0,11,6.158717
9.0,11,6.160315
8.5,16,6.162624
6.3,8,6.163788
7.0,12,6.165532
8.9,12,6.167279
-11.9,11,6.168878
9.2,9,6.170207
-10.1,2,6.170517
9.2,9,6.171825
-10.9,10,6.173278
-10.9,10,6.174745
-12.7,9,6.176058
7.1,11,6.177663
9.2,9,6.178974
9.2,9,6.180286
11.9,14,6.182309
-10.8,9,6.183621
-10.4,5,6.184366
5.5,18,6.18696
8.0,12,6.188708
7.2,10,6.190169
-10.2,3,6.19062
9.2,9,6.191931
8.3,9,6.193248
9.3,8,6.521734
9.1,10,6.523288
9.2,9,6.524643
8.2,10,6.526127
7.9,13,6.528033
9.1,10,6.529505
-10.0,1,6.529674
-10.1,2,6.529988
7.9,13,6.532098
-10.3,4,6.532733
7.3,9,6.534099
-12.4,6,6.535009
-10.1,2,6.535327
9.3,8,6.536526
-10.0,1,6.536697
-10.0,1,6.536865
-10.0,1,6.53703
8.2,10,6.538515
9.3,8,6.539706
7.0,12,6.541493
-13.7,10,6.542973
-11.5,7,6.54402
9.3,8,6.545233
8.2,10,6.546729
-12.8,10,6.548287
7.2,10,6.549782
9.0,11,6.551413
9.0,11,6.553042
9.2,9,6.554377
5.3,10,6.555865
8.2,10,6.557358
9.2,9,6.55869
-10.1,2,6.559
9.3,8,6.560193
9.2,9,6.561522
7.3,9,6.562874
7.0,12,6.56471
-10.0,1,6.564882
9.2,9,6.566217
9.2,9,6.567542
5.1,12,6.569294
-10.3,4,6.569895
8.2,10,6.571365
8.3,9,6.572698
9.1,10,6.574162
-5.8,20,6.577044
9.2,9,6.578446
9.2,9,6.579767
14.3,9,6.581089
-10.5,6,6.581978
7.2,10,6.583439
-10.7,8,6.584616
-10.8,9,6.58593
-10.9,10,6.58739
9.2,9,6.5887
-10.5,6,6.589589
7.2,10,6.59105
7.2,10,6.59253
9.2,9,6.593849
9.3,8,6.595026
-12.1,4,6.595622
-10.3,4,6.596219
-10.1,2,6.59653
9.0,11,6.59818
9.1,10,6.599664
9.3,8,6.600857
9.1,10,6.602326
5.8,15,6.604529
6.0,13,6.606494
9.0,11,6.60812
-10.5,6,6.609018
-11.8,10,6.610491
9.1,10,6.611967
8.1,11,6.613585
8.9,12,6.61535
9.2,9,6.61668
9.2,9,6.618009
-10.0,1,6.618176
-11.2,4,6.618779
9.3,8,6.619954
-10.9,10,6.621446
8.2,10,6.622913
7.2,10,6.62438
9.1,10,6.625853
9.3,8,6.627063
-10.3,4,6.627668
5.9,14,6.629712
5.6,6,6.630607
-10.1,2,6.630922
9.1,10,6.632393
6.0,13,6.634294
-14.6,9,6.635624
9.1,10,6.637103
-10.5,6,6.638002
7.3,9,6.639329
8.9,12,6.641093
-10.0,1,6.641262
7.0,1,6.641425
9.2,9,6.642746
-10.3,4,6.643352
7.1,11,6.644969
9.3,8,6.646149
-11.9,11,6.647766
7.1,11,6.649375
-10.3,4,6.649978
7.1,11,6.651591
-10.8,9,6.652921
5.0,14,6.654971
-11.8,10,6.656437
9.3,8,6.657615
9.0,11,6.659227
9.1,10,6.660697
6.9,13,6.662598
-10.1,2,6.662911
8.3,9,6.664235
-10.3,4,6.66484
6.6,5,6.665588
9.3,8,6.666765
6.7,15,6.668952
7.3,9,6.670282
-10.0,1,6.670447
-13.3,15,6.672689
9.2,9,6.674022
7.2,10,6.675494
-10.8,9,6.676826
-12.7,9,6.678152
9.1,10,6.679613
9.1,10,6.681083
-10.4,5,6.681829
8.7,14,6.68387
-10.6,7,6.684908
9.3,8,6.686085
-12.2,4,6.686687
7.3,9,6.68801
8.3,9,6.689333
7.3,9,6.690656
6.9,13,6.692567
-10.2,3,6.693023
8.2,10,6.694494
-12.7,9,6.695817
-10.1,2,6.696124
9.0,11,6.697738
9.2,9,6.699058
-10.0,1,6.699223
8.0,12,6.700979
8.9,12,6.702732
8.1,11,6.70435
5.2,11,6.705957
-10.4,5,6.706702
-11.6,8,6.707884
9.3,8,6.709059
8.3,18,6.711671
-10.4,5,6.712419
-10.5,6,6.713313
7.0,12,6.715069
7.2,10,6.716536
-10.3,4,6.717138
9.2,9,6.71846
9.1,10,6.719932
9.1,10,6.721401
-10.0,1,6.721565
9.3,8,6.722737
-12.4,6,6.723628
-12.5,7,6.724656
9.3,8,6.725841
-10.6,7,6.726892
-10.4,5,6.727639
9.2,9,6.72896
7.2,10,6.730436
-10.5,6,6.731332
9.3,8,6.732514
6.0,13,6.734414
9.2,9,6.735743
8.3,9,6.737072
8.9,12,6.738829
9.0,11,6.740443
-10.4,5,6.741194
-11.5,7,6.742225
9.2,9,6.743557
7.3,9,6.744872
-14.5,9,6.746198
9.2,9,6.747525
-10.3,4,6.748126
7.8,14,6.750185
6.8,14,6.752229
-10.6,7,6.753267
-10.5,6,6.754157
-12.5,7,6.755195
-10.6,7,6.756224
9.3,8,6.757427
9.0,11,6.75904
9.1,10,6.760502
8.7,14,6.762539
8.0,12,6.764292
9.2,9,6.765622
8.3,18,6.76823
-10.1,2,6.768543
-10.0,1,6.768737
-10.3,4,6.76934
-10.1,2,6.769648
-11.2,4,6.77025
7.2,10,6.771711
-10.0,1,6.771877
7.1,11,6.77349
9.1,10,6.774954
8.9,12,6.77671
6.2,11,6.778321
8.8,13,6.780226
-12.5,7,6.781262
6.9,13,6.783172
-11.8,10,6.784637
9.2,9,6.785965
9.1,10,6.787438
-10.1,2,6.78775
8.9,12,6.789497
9.2,9,6.790826
9.0,11,6.792435
-10.4,5,6.793183
6.3,20,6.79609
9.3,8,6.797274
9.2,9,6.798595
7.0,1,6.798761
9.2,9,6.800081
7.9,13,6.801999
9.3,8,6.803185
9.1,10,6.804654
8.2,10,6.806142
-10.0,1,6.806323
-10.0,1,6.806489
7.0,1,6.806653
9.1,10,6.808152
-10.0,1,6.808325
7.0,1,6.808489
-10.1,2,6.808797
9.3,8,6.809979
8.1,11,6.811586
-13.5,8,6.812763
9.0,11,6.814365
-10.0,1,6.814531
-10.0,1,6.814694
8.1,11,6.816301
8.1,11,6.817916
-10.2,3,6.818373
6.9,13,6.820272
9.0,11,6.821911
6.7,15,6.824122
9.3,8,7.150702
6.3,10,7.152269
8.9,12,7.154064
9.3,8,7.155259
9.1,10,7.156747
-10.4,5,7.157505
-10.2,3,7.157967
9.2,9,7.159303
9.2,9,7.160662
6.7,4,7.161269
4.2,12,7.163036
9.2,9,7.164381
-10.1,2,7.164695
7.1,12,7.166465
9.2,9,7.167807
8.2,10,7.169284
6.7,15,7.171487
9.3,8,7.172675
-10.2,3,7.173134
12.1,12,7.174895
9.2,9,7.176229
9.2,9,7.17756
7.3,9,7.178889
9.2,9,7.180314
8.2,10,7.181794
-10.7,8,7.182981
8.9,12,7.184745
9.2,9,7.186075
8.8,13,7.187981
9.1,10,7.189465
9.1,10,7.190944
-10.9,10,7.19242
-10.7,8,7.193605
9.3,8,7.194792
-10.4,5,7.195539
9.3,8,7.196717
-5.5,7,7.197929
8.8,13,7.199922
-10.2,3,7.200399
7.1,11,7.202057
-10.0,1,7.202226
9.3,8,7.20344
-11.0,2,7.203755
9.1,10,7.205253
-10.1,2,7.205571
8.9,12,7.207357
-10.7,8,7.208554
8.3,9,7.209903
9.2,9,7.211253
9.3,8,7.21245
-10.5,6,7.213381
9.3,8,7.214579
-10.1,2,7.214894
-10.1,2,7.215214
-10.3,4,7.215818
8.5,16,7.218207
-10.6,7,7.219256
-10.8,9,7.2206
6.7,4,7.221209
7.8,14,7.223281
9.2,9,7.224621
7.3,9,7.225965
9.2,9,7.227305
9.1,10,7.22879
9.3,8,7.22999
9.3,8,7.231213
-11.0,2,7.231941
6.7,15,7.236092
8.0,12,7.239845
8.2,10,7.241496
9.3,8,7.242818
9.1,10,7.244456
7.0,1,7.244647
9.3,8,7.245952
11.3,11,7.247738
7.3,9,7.249178
9.3,8,7.250432
8.9,12,7.252292
9.1,10,7.253846
9.3,8,7.255083
9.3,8,7.256307
9.0,11,7.257998
-10.1,2,7.258326
8.2,10,7.259852
9.3,8,7.261082
9.3,8,7.2623
-10.4,5,7.263084
9.1,10,7.264622
8.2,10,7.266124
9.3,8,7.267329
6.1,12,7.26914
9.1,10,7.270649
9.2,9,7.272007
9.2,9,7.273368
9.1,10,7.274871
9.2,9,7.276221
9.1,10,7.277714
4.8,4,7.278348
9.1,10,7.279856
9.0,11,7.281499
-10.3,4,7.282112
3.2,12,7.283914
7.3,10,7.285415
6.3,10,7.28692
9.3,8,7.288125
-10.1,2,7.288447
9.2,9,7.289792
8.8,13,7.291732
4.1,13,7.293677
9.2,9,7.295032
-10.3,4,7.29564
9.2,9,7.296987
9.0,11,7.298644
-10.3,4,7.299263
8.9,12,7.301058
7.0,1,7.301227
-10.0,1,7.301396
9.3,8,7.302596
-10.0,1,7.302765
-10.0,1,7.302932
5.2,11,7.304576
6.2,11,7.306232
9.0,11,7.307894
9.1,10,7.3094
-10.6,7,7.310458
4.9,15,7.312686
-11.5,7,7.31374
-10.2,3,7.314205
-10.0,1,7.314372
-10.1,2,7.314689
8.3,9,7.316034
13.1,12,7.317839
-10.8,9,7.319198
9.0,11,7.320848
-12.9,11,7.322514
6.3,10,7.324015
9.1,10,7.325512
9.3,8,7.326716
-10.0,1,7.326885
9.2,9,7.328236
9.3,8,7.329439
9.3,8,7.330642
-11.3,5,7.3314
8.2,10,7.332893
-10.7,8,7.334103
9.0,11,7.335747
7.2,10,7.337239
7.3,9,7.338591
-10.7,8,7.339792
9.3,8,7.340994
-12.6,8,7.342198
-11.3,5,7.342975
6.1,12,7.344761
9.0,11,7.346405
9.2,9,7.347746
9.3,8,7.348947
9.2,9,7.350296
9.3,8,7.351494
9.3,8,7.352687
9.2,9,7.354029
9.3,8,7.355223
9.3,8,7.356417
-10.7,8,7.357618
9.0,11,7.359261
8.7,14,7.36133
9.2,9,7.362683
5.7,16,7.365164
9.2,9,7.366513
-10.6,7,7.367564
8.1,11,7.369192
6.2,11,7.370815
8.8,13,7.372716
-10.2,3,7.373175
9.2,9,7.374504
9.2,9,7.375839
-10.0,1,7.376003
9.2,9,7.37733
9.3,8,7.378512
9.3,8,7.379694
9.1,10,7.381242
9.3,8,7.382454
9.0,11,7.384098
8.1,11,7.385747
9.1,10,7.38724
-10.8,9,7.388582
9.3,8,7.389778
8.9,12,7.39156
-10.7,8,7.39275
8.2,10,7.394232
-11.2,4,7.394842
-10.3,4,7.39545
-11.6,8,7.396641
9.0,11,7.398317
7.1,11,7.399945
-12.6,8,7.401183
9.2,9,7.402519
8.2,10,7.404003
9.3,8,7.405193
-10.1,2,7.405509
13.3,10,7.406995
9.1,10,7.408497
7.1,12,7.410268
-10.6,7,7.41132
6.2,11,7.412939
8.7,14,7.41501
7.3,9,7.416346
8.9,12,7.418119
9.3,8,7.41931
9.3,8,7.420505
9.2,9,7.421846
-10.3,4,7.42245
4.0,15,7.424657
-10.2,3,7.425134
8.3,9,7.426469
9.2,9,7.427811
-10.5,6,7.428709
7.2,10,7.430191
-10.1,2,7.430508
6.9,2,7.430818
9.3,8,7.432006
-10.0,1,7.432171
-12.1,3,7.432634
8.8,13,7.434552
9.3,8,7.435738
9.0,11,7.437369
7.2,10,7.43885
6.9,13,7.440764
9.3,8,7.441952
9.0,11,7.443578
-10.4,5,7.444332
-10.1,2,7.444641
5.8,4,7.445245
9.1,10,7.446724
9.3,8,7.447928
6.9,13,7.449845
-10.6,7,7.450888
-10.9,10,7.452365
-11.3,5,7.453113
8.2,10,7.454592
-10.7,8,7.455784
-12.6,9,7.45712
6.1,12,7.458881
9.1,10,7.460356
-10.8,9,7.461687
9.3,8,7.789233
9.3,8,7.790484
9.3,8,7.791698
-10.2,3,7.792168
9.3,8,7.793362
-10.8,9,7.794705
-6.8,11,7.796326
8.2,10,7.797812
9.2,9,7.79916
9.1,10,7.800633
9.2,9,7.801954
-10.5,6,7.802845
9.1,10,7.804309
9.2,9,7.805631
-11.1,3,7.806087
-10.3,4,7.80669
-10.1,2,7.807001
9.3,8,7.808183
9.1,10,7.809657
7.1,11,7.811269
7.1,11,7.812871
-10.2,3,7.81333
7.3,10,7.815033
-10.1,2,7.815376
-10.0,1,7.81555
8.2,10,7.817072
-10.0,1,7.817247
7.3,9,7.818603
-11.0,11,7.820247
-10.6,7,7.821305
9.3,8,7.822503
9.1,10,7.823998
9.3,8,7.825198
6.1,12,7.826969
7.3,9,7.828311
8.8,13,7.830229
9.3,8,7.831422
9.3,8,7.832617
-10.0,1,7.832786
9.0,11,7.834415
9.3,8,7.835608
9.1,10,7.837089
9.3,8,7.838282
-10.7,8,7.839473
8.3,9,7.840812
9.0,11,7.842463
-12.6,8,7.843661
7.2,10,7.845143
8.8,13,7.847065
7.3,9,7.848397
8.9,12,7.850167
9.2,9,7.851508
9.2,9,7.85284
8.3,9,7.854175
9.2,9,7.85551
9.3,8,7.856696
9.3,8,7.857873
-10.7,8,7.859065
9.3,8,7.860251
9.2,9,7.861579
-12.8,10,7.863077
9.3,8,7.864293
9.3,8,7.865512
9.3,8,7.866702
8.2,10,7.86818
5.4,8,7.869366
8.2,10,7.870841
9.2,9,7.872175
9.3,8,7.873363
7.2,10,7.87484
9.3,8,7.876031
-10.5,6,7.876921
14.2,10,7.878398
9.3,8,7.879575
9.2,9,7.880987
9.3,8,7.882181
9.1,10,7.883654
-11.0,11,7.885264
7.1,11,7.886873
9.3,8,7.88805
7.0,12,7.889806
7.7,15,7.891992
8.1,11,7.893589
9.0,11,7.895194
9.3,8,7.896366
9.2,9,7.897891
-12.8,10,7.899433
9.1,10,7.900948
9.1,10,7.902443
8.8,13,7.904374
-12.0,2,7.904693
9.2,9,7.906033
8.9,12,7.907828
7.2,10,7.909323
-11.5,7,7.910373
7.2,10,7.911849
8.0,12,7.913627
-14.7,10,7.915109
9.3,8,7.916293
9.3,8,7.917492
9.3,8,7.918675
-10.5,6,7.919559
-10.7,8,7.920745
9.2,9,7.922076
7.1,11,7.923693
9.2,9,7.925024
9.3,8,7.926206
9.3,8,7.92739
9.2,9,7.928719
-10.9,10,7.930202
-10.6,7,7.931258
9.2,9,7.932584
9.3,8,7.933769
-10.5,6,7.934665
9.0,11,7.936284
9.1,10,7.937764
8.9,12,7.939523
9.3,8,7.940701
9.2,9,7.942032
-10.0,1,7.942198
8.3,9,7.943523
9.0,11,7.945139
9.3,8,7.946321
-10.3,4,7.946935
9.3,8,7.948119
9.1,10,7.949596
9.1,10,7.951075
9.2,9,7.9524
9.3,8,7.95359
7.0,12,7.955353
9.2,9,7.956687
9.3,8,7.957878
9.0,11,7.959494
-10.6,7,7.960526
9.0,11,7.962136
7.2,10,7.963606
-10.0,1,7.963776
9.1,10,7.965249
9.2,9,7.966578
7.3,9,7.967911
9.3,8,7.969095
-10.3,4,7.969698
8.2,10,7.971171
7.1,11,7.972789
9.1,10,7.974264
-12.8,10,7.975731
9.3,8,7.976913
9.1,10,7.978388
9.1,10,7.979864
7.3,9,7.98121
9.1,10,7.982683
8.2,10,7.984152
-10.1,2,7.984462
9.3,8,7.985646
9.1,10,7.987124
-10.4,5,7.987871
8.2,10,7.989342
-10.0,1,7.989512
-10.0,1,7.989675
-10.1,2,7.989984
9.2,9,7.991314
-10.3,4,7.991917
-10.3,4,7.992516
6.9,13,7.994418
7.2,10,7.995913
9.2,9,7.997254
-11.1,12,7.999011
7.3,9,8.000342
9.3,8,8.00152
9.3,8,8.002696
9.2,9,8.004021
7.1,11,8.005641
-10.0,1,8.005807
9.1,10,8.007276
-10.1,2,8.007592
12.0,13,8.009491
7.2,10,8.010961
9.2,9,8.012288
9.2,9,8.013619
-10.1,2,8.013936
-10.0,1,8.014099
7.2,10,8.015574
9.2,9,8.016903
9.1,10,8.018372
9.2,9,8.019699
-12.8,10,8.021172
-11.9,11,8.022795
9.3,8,8.023982
9.2,9,8.025305
-10.5,6,8.026194
-11.5,7,8.02723
-10.8,9,8.028555
7.0,12,8.030341
9.3,8,8.031522
9.1,10,8.032996
8.9,12,8.034751
9.3,8,8.035936
9.3,8,8.037112
8.8,13,8.039018
7.3,9,8.040336
9.2,9,8.041662
-10.4,5,8.042408
9.1,10,8.04388
-10.1,2,8.044196
9.1,10,8.045662
-10.8,9,8.04699
9.1,10,8.048464
9.3,8,8.049667
7.0,1,8.049833
7.2,10,8.051306
9.1,10,8.052777
8.8,13,8.054678
7.0,1,8.054846
7.2,10,8.056316
9.1,10,8.057795
-12.1,13,8.059696
-10.5,6,8.060589
-5.8,10,8.062079
-10.6,7,8.063121
4.3,9,8.064457
-10.5,6,8.065359
-10.6,7,8.066397
9.1,10,8.067872
-10.2,3,8.068329
9.1,10,8.069792
-12.5,7,8.070829
7.2,10,8.072304
9.2,9,8.073636
9.2,9,8.07496
-14.1,4,8.075564
-10.0,1,8.075725
5.1,12,8.077498
9.2,9,8.078828
8.2,10,8.080305
9.2,9,8.08163
-10.5,6,8.082519
6.4,7,8.083554
-10.4,5,8.084301
9.2,9,8.085621
9.3,8,8.086802
9.2,9,8.088134
-10.1,2,8.088447
9.3,8,8.08962
-10.0,1,8.08979
7.2,10,8.091259
-10.1,2,8.091572
7.2,10,8.424215
9.1,10,8.425793
9.3,8,8.427007
-10.2,3,8.427477
9.1,10,8.428982
9.0,11,8.430755
8.9,12,8.432608
