#{"t_start": 1753948336.807643, "env_id": "None"}
r,l,t
-10.7,8,23.345327
9.3,8,23.347225
7.3,9,23.349137
9.3,8,23.351023
9.3,8,23.352881
9.3,8,23.355155
9.3,8,23.357847
9.3,8,23.359875
9.3,8,23.36187
9.3,8,23.363914
9.3,8,23.365772
9.3,8,23.367599
9.3,8,23.369602
9.3,8,23.371965
-10.2,3,23.373128
9.3,8,23.37504
9.3,8,23.377619
-10.2,3,23.377934
-11.3,5,23.379564
-10.2,3,23.379873
9.3,8,23.381884
9.3,8,23.383974
9.3,8,23.385939
9.3,8,23.388212
9.3,8,23.390394
9.3,8,23.392387
-10.6,7,23.394783
-10.5,6,23.396545
9.3,8,23.398491
9.3,8,23.400584
9.3,8,23.40257
9.3,8,23.405016
-10.2,3,23.405352
9.3,8,23.407345
9.3,8,23.409287
9.3,8,23.411241
7.3,9,23.414197
9.3,8,23.416181
9.3,8,23.418203
9.3,8,23.420232
9.3,8,23.422711
9.3,8,23.424828
9.3,8,23.426735
9.3,8,23.428581
9.3,8,23.430409
-10.0,1,23.430526
-10.0,1,23.431147
9.3,8,23.433051
-10.1,2,23.433833
-10.0,1,23.433955
-10.0,1,23.434068
9.3,8,23.436069
9.3,8,23.438757
9.3,8,23.440756
9.3,8,23.442771
9.3,8,23.444687
-10.2,3,23.446085
9.3,8,23.447975
-10.4,5,23.449066
8.3,9,23.451017
9.3,8,23.453112
9.3,8,23.455275
-10.5,6,23.456934
9.3,8,23.458849
9.3,8,23.460676
9.3,8,23.462491
9.3,8,23.464934
9.2,9,23.466859
-10.7,8,23.468899
9.3,8,23.471255
9.3,8,23.473504
9.3,8,23.475392
9.3,8,23.477389
9.3,8,23.479244
9.3,8,23.481075
9.3,8,23.48294
9.3,8,23.485366
-10.5,6,23.487132
-10.7,8,23.489528
-10.5,6,23.49074
9.3,8,23.492699
-10.2,3,23.493617
-11.4,6,23.494736
9.3,8,23.496635
9.3,8,23.49842
9.3,8,23.500334
9.3,8,23.503185
9.3,8,23.505717
9.3,8,23.507814
9.3,8,23.509809
9.2,9,23.51246
9.3,8,23.514477
9.3,8,23.516386
9.3,8,23.51828
9.3,8,23.520161
9.3,8,23.522485
9.3,8,23.525035
-10.4,5,23.526123
-10.3,4,23.527092
-10.1,2,23.527293
-10.3,4,23.528267
9.3,8,23.530277
-10.7,8,23.532221
8.3,9,23.534701
-12.5,7,23.535853
-10.7,8,23.537964
8.3,9,23.541228
9.3,8,23.543146
9.3,8,23.545132
-10.3,4,23.546147
9.3,8,23.548094
8.3,9,23.549945
9.3,8,23.551902
9.3,8,23.553787
9.3,8,23.556088
9.1,10,23.558073
9.3,8,23.560443
9.3,8,23.562445
9.3,8,23.564379
9.3,8,23.566733
9.3,8,23.568637
9.3,8,23.570617
9.3,8,23.573
9.3,8,23.574856
-10.6,7,23.576594
-11.8,19,23.581007
-10.4,5,23.582643
9.3,8,23.584558
-10.5,6,23.586273
-10.6,7,23.587856
9.3,8,23.589979
9.3,8,23.591856
9.3,8,23.5937
9.3,8,23.595636
9.3,8,23.597465
9.3,8,23.599258
9.3,8,23.601667
9.3,8,23.603529
9.3,8,23.605847
9.3,8,23.607878
9.3,8,23.609829
9.3,8,23.611734
9.3,8,23.613631
9.3,8,23.615567
9.3,8,23.617444
-10.1,2,23.618208
9.3,8,23.620798
-10.0,1,23.620884
-10.0,1,23.621097
9.3,8,23.623302
-10.5,6,23.625144
-10.5,6,23.626344
9.3,8,23.628263
9.3,8,23.630415
-10.7,8,23.632373
9.3,8,23.634361
-10.4,5,23.636461
9.3,8,23.638897
9.3,8,23.640879
9.3,8,23.642975
9.3,8,23.644939
9.3,8,23.646901
9.3,8,23.648792
9.3,8,23.650618
9.3,8,23.65243
9.3,8,23.654557
9.3,8,23.657233
9.3,8,23.659147
9.3,8,23.661149
9.3,8,23.663137
9.3,8,23.665111
9.3,8,23.667097
9.3,8,23.66904
9.3,8,23.671346
8.9,12,23.674555
-10.2,3,23.674812
8.3,9,23.677845
9.3,8,23.679767
9.3,8,23.681773
9.3,8,23.683756
-10.0,1,23.683882
9.3,8,23.685784
9.3,8,23.68803
9.3,8,23.690111
9.3,8,23.692037
9.3,8,23.693886
-10.3,4,23.695661
9.3,8,23.697549
6.3,10,23.699564
9.3,8,23.701581
-10.5,6,23.703344
-10.7,8,23.705966
9.3,8,23.707953
-10.6,7,23.709738
9.3,8,23.711561
9.3,8,23.713401
9.3,8,23.715814
-10.7,8,23.71776
-10.6,7,23.719024
9.3,8,23.721279
9.3,8,23.723384
-10.4,5,23.725092
-10.5,6,23.726188
9.3,8,23.728053
9.3,8,23.729882
9.3,8,23.731737
9.3,8,23.734247
9.3,8,23.736183
-10.5,6,23.738171
-10.4,5,23.7394
7.2,10,23.74149
-10.4,5,23.743062
9.3,8,23.744953
-10.9,10,23.746913
9.3,8,23.748798
9.3,8,23.750618
-10.6,7,23.752903
9.3,8,23.755173
9.3,8,23.757157
-11.7,9,23.759606
9.3,8,23.761434
9.3,8,23.7633
9.3,8,23.765186
9.3,8,23.767034
-10.5,6,23.76869
9.3,8,23.770551
8.9,12,23.774513
9.3,8,23.776506
9.3,8,23.778533
9.3,8,23.780442
9.3,8,23.782296
9.3,8,23.784108
9.3,8,23.78591
9.3,8,23.788172
9.3,8,23.790141
9.3,8,23.791983
-10.1,2,23.792706
-10.0,1,23.792818
-10.9,10,23.795402
8.9,12,23.798232
9.3,8,23.800287
9.3,8,23.802278
-10.6,7,23.804332
9.3,8,23.806642
-10.3,4,23.807613
9.1,10,23.80959
9.3,8,23.812032
8.3,18,23.816719
9.3,8,23.818659
9.3,8,23.820634
9.3,8,23.823349
-10.7,8,23.825209
9.3,8,23.827033
9.3,8,23.828846
-10.6,7,23.830034
9.3,8,23.831858
9.3,8,23.8344
-10.2,3,23.835293
9.3,8,23.837397
9.3,8,23.839675
-10.7,8,23.841648
-10.6,7,23.843461
9.3,8,23.845316
9.3,8,23.84714
9.3,8,23.848955
9.3,8,23.850872
9.3,8,23.85335
9.3,8,23.855752
9.3,8,23.857815
9.3,8,23.859842
9.3,8,23.861819
9.3,8,23.863724
7.3,9,23.865634
9.3,8,23.867471
7.3,9,23.869325
9.3,8,23.871547
-12.5,7,23.874099
9.3,8,23.876088
9.3,8,23.878124
9.3,8,23.880093
9.3,8,23.882023
9.3,8,23.883866
-10.5,6,23.885866
9.3,8,23.888098
8.1,11,23.890248
9.3,8,23.89208
9.3,8,23.894558
-10.3,4,23.895539
9.3,8,23.897517
9.3,8,23.899559
9.3,8,23.901537
9.3,8,23.903449
9.3,8,23.905829
-10.5,6,23.907498
9.3,8,23.909311
9.3,8,23.911143
-10.2,3,23.912568
9.3,8,23.914471
9.3,8,23.916434
9.3,8,23.918449
-10.4,5,23.919536
9.3,8,23.922089
9.3,8,23.924116
9.3,8,23.926139
9.3,8,23.92798
9.3,8,23.929796
9.3,8,23.932257
9.3,8,23.934168
9.3,8,23.936087
9.3,8,23.938607
9.3,8,23.940702
9.3,8,23.942621
9.3,8,23.944449
9.2,9,23.946305
9.3,8,23.948446
-10.5,6,23.950055
-10.1,2,23.950802
9.3,8,23.952697
9.3,8,23.954915
9.3,8,23.957032
9.3,8,23.959119
9.3,8,23.961106
9.3,8,23.962966
-10.7,8,23.96484
-10.5,6,23.966495
-10.4,5,23.96751
-10.5,6,23.969109
9.3,8,23.971334
-10.4,5,23.973202
9.3,8,23.975302
-10.3,4,23.976323
9.3,8,23.97822
9.3,8,23.98005
-10.0,1,23.980173
9.3,8,23.982014
9.3,8,23.983846
9.3,8,23.986269
9.3,8,23.988595
9.3,8,23.990755
9.1,10,23.99293
9.3,8,23.994776
9.3,8,23.996634
9.3,8,23.998473
9.3,8,24.000282
9.3,8,24.002043
-10.1,2,24.002817
9.1,10,24.005909
-10.1,2,24.006761
-10.1,2,24.006974
9.3,8,24.008962
7.3,9,24.011697
8.3,9,24.013859
-10.1,2,24.014059
9.3,8,24.015956
9.3,8,24.017826
9.3,8,24.019668
9.3,8,24.022549
9.3,8,24.024511
-10.1,2,24.02532
-10.1,2,24.025529
-10.1,2,24.026316
-10.7,8,24.028451
-10.7,8,24.030426
-10.6,7,24.032261
9.3,8,24.034236
9.3,8,24.036178
-10.7,8,24.039053
9.3,8,24.040976
8.3,9,24.043089
-10.6,7,24.044964
9.3,8,24.046931
9.3,8,24.048917
9.3,8,24.050926
9.3,8,24.052864
7.3,9,24.055143
9.3,8,24.057042
9.3,8,24.059487
9.3,8,24.061397
9.3,8,24.06331
9.3,8,24.0654
9.3,8,24.067355
9.3,8,24.069205
9.3,8,24.071526
7.3,9,24.073639
-10.0,1,24.073753
-10.0,1,24.074437
-10.1,2,24.075193
-10.5,6,24.07695
9.3,8,24.079174
-10.3,4,24.080141
9.3,8,24.082152
9.3,8,24.08413
9.3,8,24.08597
-10.2,3,24.086261
-10.5,6,24.088455
9.3,8,24.090411
-10.5,6,24.09214
-10.8,9,24.094686
9.3,8,24.096646
9.3,8,24.098658
-10.2,3,24.098958
9.3,8,24.1008
-11.4,6,24.10239
9.3,8,24.104651
-10.0,1,24.10479
9.3,8,24.106764
9.3,8,24.109156
9.3,8,24.110984
9.3,8,24.112944
9.3,8,24.115057
9.3,8,24.117
9.3,8,24.118969
9.3,8,24.121161
8.7,14,24.124957
9.3,8,24.126812
9.3,8,24.128636
-10.0,1,24.129333
9.3,8,24.131238
9.3,8,24.133199
9.3,8,24.135229
9.3,8,24.13746
9.3,8,24.139557
9.3,8,24.141837
9.3,8,24.14373
-10.2,3,24.14457
9.3,8,24.1464
-10.7,8,24.148847
9.3,8,24.150693
-10.2,3,24.150987
-10.7,8,24.152933
9.3,8,24.155262
9.3,8,24.157314
-10.2,3,24.158209
9.3,8,24.160104
9.3,8,24.16203
9.3,8,24.163861
9.3,8,24.166252
9.3,8,24.168224
9.3,8,24.170198
9.3,8,24.172647
-10.3,4,24.173698
9.3,8,24.175582
9.3,8,24.177458
9.3,8,24.179314
-10.0,1,24.179424
-10.0,1,24.180118
7.3,9,24.182831
-10.0,1,24.182955
9.3,8,24.184887
9.1,10,24.187948
-10.3,4,24.189
9.3,8,24.190989
-10.3,4,24.191917
-10.4,5,24.193007
-10.7,8,24.194944
-10.6,7,24.196683
9.3,8,24.199155
9.3,8,24.201065
9.3,8,24.202892
9.3,8,24.205298
9.3,8,24.207448
9.3,8,24.209348
8.3,9,24.211364
9.3,8,24.213216
-10.2,3,24.214053
7.3,9,24.215955
9.3,8,24.218357
9.3,8,24.22028
-10.1,2,24.220493
-10.1,2,24.221453
-10.1,2,24.221672
9.3,8,24.223793
9.3,8,24.22571
9.3,8,24.227525
9.3,8,24.22939
9.3,8,24.231291
9.3,8,24.233708
-10.5,6,24.235484
-10.5,6,24.236676
9.3,8,24.239123
9.3,8,24.241063
9.3,8,24.242888
8.3,9,24.245306
9.3,8,24.247103
9.3,8,24.248906
-10.0,1,24.249021
-10.0,1,24.249759
9.3,8,24.251725
9.3,8,24.25366
-10.0,1,24.253781
8.3,9,24.25672
9.3,8,24.25879
9.3,8,24.260762
-10.1,2,24.260971
9.3,8,24.262899
9.3,8,24.264758
-10.5,6,24.267009
9.3,8,24.269233
9.3,8,24.271754
9.3,8,24.273803
9.3,8,24.27567
9.3,8,24.277594
-10.2,3,24.277904
9.3,8,24.279747
9.3,8,24.28158
9.3,8,24.28349
9.3,8,24.286045
-10.2,3,24.287021
9.3,8,24.289291
9.3,8,24.291396
9.3,8,24.293339
9.3,8,24.295293
9.3,8,24.297354
-10.0,1,24.297472
9.3,8,24.299382
9.3,8,24.301221
9.1,10,24.304763
9.3,8,24.30681
-10.7,8,24.308898
-10.4,5,24.310005
9.3,8,24.31192
9.3,8,24.313793
9.3,8,24.315679
9.3,8,24.317517
-10.1,2,24.318246
-10.0,1,24.318366
-10.0,1,24.319019
-10.0,1,24.319135
9.3,8,24.321321
-10.0,1,24.322153
9.3,8,24.324075
8.3,9,24.326115
9.3,8,24.328031
-10.7,8,24.329942
-12.4,6,24.331018
-10.7,8,24.333119
9.3,8,24.335567
-10.7,8,24.337672
9.3,8,24.339955
9.3,8,24.34202
9.3,8,24.343972
9.2,9,24.346484
8.6,15,24.349496
-10.5,6,24.351123
9.3,8,24.352948
-10.0,1,24.353068
9.3,8,24.356282
9.3,8,24.358259
9.3,8,24.360299
-10.0,1,24.360416
9.3,8,24.362382
9.3,8,24.364261
9.3,8,24.366138
9.3,8,24.367935
9.3,8,24.369751
8.3,9,24.372544
9.3,8,24.375099
9.3,8,24.377104
-10.6,7,24.378497
9.3,8,24.380558
9.3,8,24.382557
-10.0,1,24.38324
-10.0,1,24.383356
-10.0,1,24.383465
-10.0,1,24.383568
9.3,8,24.385497
-10.5,6,24.388093
-10.6,7,24.390103
9.3,8,24.392016
9.3,8,24.394075
9.3,8,24.396037
9.3,8,24.398261
9.3,8,24.400124
9.3,8,24.401947
9.3,8,24.403894
-10.6,7,24.405817
9.3,8,24.408481
-12.5,7,24.410332
9.3,8,24.412528
9.3,8,24.414599
7.3,9,24.416965
9.3,8,24.419077
-10.5,6,24.421063
9.3,8,24.423298
7.3,9,24.425262
9.3,8,24.427211
9.3,8,24.429791
9.3,8,24.431775
9.3,8,24.433782
9.3,8,24.436139
9.3,8,24.438503
9.3,8,24.440601
9.2,9,24.442533
-10.4,5,24.444127
-10.7,8,24.44597
9.3,8,24.447809
-10.1,2,24.448621
9.3,8,24.450576
9.3,8,24.452493
9.3,8,24.454724
9.3,8,24.456848
9.3,8,24.458741
9.3,8,24.460662
9.3,8,24.462575
9.3,8,24.464751
9.3,8,24.466591
-10.1,2,24.467892
9.3,8,24.469729
9.3,8,24.472107
9.3,8,24.474113
9.3,8,24.476036
9.3,8,24.477908
9.3,8,24.479706
-10.1,2,24.47991
-10.5,6,24.481426
9.3,8,24.483231
9.3,8,24.48562
-10.2,3,24.485917
-10.2,3,24.486783
9.3,8,24.489149
-10.2,3,24.490137
9.3,8,24.492181
9.3,8,24.494048
9.3,8,24.495894
9.3,8,24.497718
9.3,8,24.499474
9.3,8,24.501895
9.3,8,24.503894
-10.5,6,24.505485
-10.7,8,24.507532
-10.7,8,24.509466
-10.7,8,24.511319
9.3,8,24.513214
9.3,8,24.51511
9.1,10,24.517669
9.3,8,24.519525
9.2,9,24.522555
-10.1,2,24.523398
-10.1,2,24.523618
-10.0,1,24.523729
-10.0,1,24.524446
-10.0,1,24.524568
9.3,8,24.526621
7.3,9,24.528918
-10.1,2,24.52967
-10.2,3,24.529963
9.3,8,24.532469
-10.1,2,24.533286
-10.0,1,24.533397
-10.0,1,24.533503
-10.1,2,24.534244
9.3,8,24.536195
9.0,11,24.539546
9.3,8,24.541474
9.3,8,24.54343
9.3,8,24.545372
9.3,8,24.547838
9.2,9,24.549804
9.3,8,24.551733
9.1,10,24.554303
-10.1,2,24.555365
9.3,8,24.557354
8.3,9,24.559333
7.3,9,24.561214
9.3,8,24.563132
-10.1,2,24.563888
9.3,8,24.566305
7.3,9,24.568179
9.3,8,24.570081
-10.0,1,24.570191
-10.0,1,24.571258
9.3,8,24.573313
-10.4,5,24.574383
9.3,8,24.576279
9.3,8,24.578277
9.3,8,24.58015
9.3,8,24.582574
9.3,8,24.584444
9.3,8,24.586386
9.2,9,24.589018
9.3,8,24.591004
9.3,8,24.593223
9.3,8,24.595129
-10.4,5,24.596147
9.3,8,24.597967
-2.0,20,24.602552
9.2,9,24.606189
9.3,8,24.608274
-11.3,14,24.611456
-10.4,5,24.61247
-10.7,8,24.614382
-11.7,9,24.616849
9.3,8,24.618677
-10.7,8,24.620606
9.3,8,24.622829
9.1,10,24.624791
9.3,8,24.627303
-2.0,20,24.632057
-11.7,18,24.636638
9.3,8,24.639117
9.3,8,24.640982
9.3,8,24.642853
-10.5,6,24.643994
-10.4,5,24.645018
-10.4,5,24.646558
9.3,8,24.648309
-10.6,7,24.650169
9.3,8,24.652143
7.1,11,24.655528
9.2,9,24.657562
9.3,8,24.659426
-10.1,2,24.66017
-10.1,2,24.660367
9.3,8,24.662214
9.3,8,24.66401
9.3,8,24.665895
7.0,1,24.667026
9.3,8,24.668907
9.3,8,24.671028
-10.2,3,24.671377
-10.4,5,24.673334
9.3,8,24.675309
9.3,8,24.677247
-10.1,2,24.677462
9.3,8,24.67938
9.3,8,24.681281
9.2,9,24.683906
9.3,8,24.685823
9.3,8,24.688102
9.3,8,24.690288
9.3,8,24.692149
9.3,8,24.694109
9.3,8,24.696074
9.3,8,24.697947
9.3,8,24.69977
9.3,8,24.701615
9.3,8,24.704143
9.1,10,24.707108
9.3,8,24.709201
9.3,8,24.711202
9.3,8,24.713146
9.3,8,24.715085
9.3,8,24.716929
-10.0,1,24.717042
9.3,8,24.719183
9.3,8,24.721279
9.3,8,24.723929
-10.2,3,24.72476
9.3,8,24.726668
9.3,8,24.72874
9.3,8,24.730708
9.3,8,24.73262
9.3,8,24.734444
9.3,8,24.736251
9.3,8,24.738474
-10.8,9,24.740463
-10.6,7,24.743008
9.3,8,24.744987
9.3,8,24.746927
9.3,8,24.748877
9.3,8,24.750776
-10.0,1,24.75089
9.3,8,24.7528
9.3,8,24.755121
9.3,8,24.757063
-10.7,8,24.758821
-10.5,6,24.761138
9.3,8,24.76305
9.2,9,24.765012
9.3,8,24.767091
9.3,8,24.769034
-10.2,3,24.769871
-10.2,3,24.770189
9.3,8,24.772939
9.3,8,24.7748
9.3,8,24.776708
9.3,8,24.779125
9.3,8,24.781055
9.3,8,24.783321
9.3,8,24.785328
9.3,8,24.787316
9.3,8,24.789625
9.3,8,24.791503
-10.3,4,24.792434
-10.2,3,24.7933
9.3,8,24.795181
9.3,8,24.797708
9.3,8,24.799633
-10.0,1,24.799745
9.3,8,24.801592
9.3,8,24.803694
9.3,8,24.805941
-10.0,1,24.806682
-10.0,1,24.806797
9.3,8,24.808747
9.2,9,24.810625
9.3,8,24.8131
9.3,8,24.815085
9.3,8,24.817011
9.3,8,24.819062
9.3,8,24.821111
9.3,8,24.82333
9.3,8,24.82526
9.3,8,24.827087
9.3,8,24.828952
9.3,8,24.830737
9.3,8,24.833255
-10.1,2,24.834043
-10.3,4,24.835008
-10.4,5,24.836069
9.3,8,24.838488
9.3,8,24.840523
9.3,8,24.842472
9.3,8,24.844482
-10.5,6,24.845608
9.3,8,24.847777
9.3,8,24.850154
-10.6,7,24.85192
9.3,8,24.853921
9.3,8,24.856355
-10.2,3,24.857254
-10.3,4,24.858225
9.3,8,24.860062
9.3,8,24.862009
9.3,8,24.863861
9.3,8,24.865687
9.3,8,24.868141
9.3,8,24.870035
-10.7,8,24.872443
9.3,8,24.874501
9.3,8,24.876407
9.3,8,24.878291
9.3,8,24.880157
9.3,8,24.882042
9.1,10,24.884
9.3,8,24.885811
9.3,8,24.888558
9.3,8,24.890579
-10.0,1,24.89128
-10.1,2,24.89149
-10.5,6,24.893294
-10.3,4,24.894265
-10.3,4,24.895194
9.3,8,24.897018
9.3,8,24.898869
9.3,8,24.900673
9.3,8,24.90322
9.2,9,24.905588
9.3,8,24.907646
9.3,8,24.909658
9.3,8,24.911791
9.3,8,24.913643
9.3,8,24.915453
9.2,9,24.917294
9.3,8,24.919156
9.3,8,24.921388
14.3,9,24.924127
9.3,8,24.926047
9.3,8,24.927951
9.3,8,24.930007
9.3,8,24.931869
-10.0,1,24.932519
8.3,9,24.934415
9.3,8,24.93628
9.3,8,24.938628
9.3,8,24.940534
9.3,8,24.942972
9.3,8,24.944902
-10.7,8,24.947181
9.3,8,24.949231
9.3,8,24.951242
-11.6,8,24.953082
-10.6,7,24.95529
9.3,8,24.957201
-10.5,6,24.958324
9.3,8,24.960157
9.3,8,24.962597
9.3,8,24.964638
9.3,8,24.966614
9.3,8,24.96867
9.3,8,24.970873
-10.3,4,24.97246
9.3,8,24.974847
9.3,8,24.976866
-10.0,1,24.976975
9.3,8,24.978916
9.3,8,24.981388
9.3,8,24.983304
9.3,8,24.985209
9.3,8,24.987301
9.3,8,24.989559
9.3,8,24.991449
-10.2,3,24.992341
9.3,8,24.994172
-12.2,4,24.995045
9.3,8,24.996994
7.3,9,24.999564
7.3,9,25.0021
9.1,10,25.004514
9.3,8,25.006579
9.3,8,25.00854
9.3,8,25.010559
9.3,8,25.012466
9.3,8,25.014357
9.3,8,25.016227
9.3,8,25.018056
-10.4,5,25.019589
9.2,9,25.022416
9.3,8,25.02439
-10.7,8,25.026403
9.3,8,25.028355
9.3,8,25.0302
9.2,9,25.032208
9.3,8,25.034051
9.3,8,25.035869
9.3,8,25.038418
9.3,8,25.041088
9.3,8,25.043061
9.3,8,25.045104
9.3,8,25.047079
9.3,8,25.049006
-10.0,1,25.049119
9.3,8,25.05107
9.3,8,25.052928
9.3,8,25.05516
9.3,8,25.057092
9.2,9,25.059563
9.3,8,25.061443
9.3,8,25.063394
9.3,8,25.065429
9.3,8,25.067383
9.3,8,25.06926
-10.5,6,25.071262
-10.3,4,25.072357
-10.1,2,25.07256
-10.3,4,25.07349
-10.3,4,25.075067
-10.2,3,25.075936
9.3,8,25.077874
-10.1,2,25.07865
9.3,8,25.080656
7.3,9,25.082675
9.3,8,25.084593
9.3,8,25.086508
9.3,8,25.088837
9.3,8,25.090821
9.3,8,25.093333
9.3,8,25.095292
9.3,8,25.097218
-10.2,3,25.098194
-10.3,4,25.0992
9.3,8,25.101103
9.3,8,25.103235
9.3,8,25.105539
-10.2,3,25.105868
-10.1,2,25.10663
-10.0,1,25.107328
-10.0,1,25.107449
9.3,8,25.109441
9.3,8,25.111317
9.3,8,25.113229
9.3,8,25.115334
9.3,8,25.117178
9.3,8,25.119004
9.3,8,25.121357
9.3,8,25.1233
9.3,8,25.125698
-10.2,3,25.126541
9.3,8,25.128422
-10.4,5,25.129472
9.3,8,25.131553
9.3,8,25.133516
9.3,8,25.135412
-10.3,4,25.136405
-10.5,6,25.138483
-10.6,7,25.140267
-10.6,7,25.142103
9.3,8,25.144008
9.3,8,25.14591
9.3,8,25.147953
9.3,8,25.14988
9.3,8,25.151715
-10.1,2,25.152465
9.3,8,25.154767
-10.8,9,25.156727
9.3,8,25.158551
9.3,8,25.161035
9.3,8,25.162917
9.2,9,25.16494
9.3,8,25.167137
9.3,8,25.169047
9.3,8,25.171426
9.3,8,25.173585
-10.5,6,25.175275
-10.5,6,25.176383
9.3,8,25.178235
9.3,8,25.180674
9.3,8,25.182625
9.3,8,25.184541
9.3,8,25.186581
9.3,8,25.188898
-10.0,1,25.189646
9.3,8,25.191584
9.3,8,25.193429
9.3,8,25.195336
9.3,8,25.197226
9.1,10,25.199981
9.3,8,25.201839
9.3,8,25.203958
-10.1,2,25.205104
9.3,8,25.207135
8.3,9,25.209103
9.3,8,25.211003
9.3,8,25.21283
9.3,8,25.214707
9.3,8,25.216591
-10.4,5,25.218243
-10.5,6,25.219962
9.3,8,25.222276
9.3,8,25.224416
9.3,8,25.226406
9.3,8,25.228354
-10.4,5,25.229401
9.3,8,25.231569
9.3,8,25.23343
9.3,8,25.235311
9.3,8,25.238207
-10.6,7,25.240176
-10.5,6,25.241447
9.3,8,25.243427
9.3,8,25.245361
9.3,8,25.247292
9.3,8,25.249174
9.3,8,25.25102
9.3,8,25.252868
9.3,8,25.255132
9.3,8,25.257675
-12.3,5,25.258718
-10.3,4,25.259714
9.3,8,25.261659
9.2,9,25.264337
9.3,8,25.266158
9.3,8,25.268045
-10.3,4,25.269008
9.3,8,25.271209
9.3,8,25.273225
9.3,8,25.275628
9.3,8,25.277556
9.3,8,25.279475
-10.0,1,25.2796
9.3,8,25.281638
9.3,8,25.28357
9.3,8,25.285448
9.1,10,25.287799
9.3,8,25.28989
9.3,8,25.291731
9.3,8,25.294159
9.3,8,25.296292
-10.2,3,25.297177
9.3,8,25.299205
9.3,8,25.301153
9.3,8,25.303052
-10.1,2,25.303868
-10.1,2,25.304095
9.2,9,25.306339
-10.0,1,25.307004
-10.0,1,25.307622
9.3,8,25.309601
9.2,9,25.311564
9.3,8,25.313529
9.3,8,25.315653
9.3,8,25.317484
9.3,8,25.319294
9.3,8,25.321483
9.3,8,25.323497
9.3,8,25.325342
8.2,10,25.328457
-10.5,6,25.329624
-10.6,7,25.331457
9.3,8,25.333435
9.3,8,25.335386
9.3,8,25.337291
9.3,8,25.339759
9.3,8,25.341607
-12.2,4,25.342475
9.3,8,25.344283
9.3,8,25.346654
-10.6,7,25.34843
-10.7,8,25.350313
-10.6,7,25.351597
9.3,8,25.353505
9.3,8,25.355846
9.3,8,25.358124
9.3,8,25.360057
-10.2,3,25.360958
9.3,8,25.362908
9.3,8,25.365304
9.3,8,25.36713
9.3,8,25.369073
9.3,8,25.371454
-10.5,6,25.373185
-10.5,6,25.374397
-10.5,6,25.376069
9.3,8,25.377904
9.3,8,25.379708
9.3,8,25.381518
9.3,8,25.384033
9.3,8,25.386006
9.3,8,25.388508
-10.4,5,25.389724
9.3,8,25.391634
9.3,8,25.393454
9.3,8,25.395357
9.3,8,25.397258
9.3,8,25.399157
9.3,8,25.401039
-10.4,5,25.402676
9.3,8,25.405003
9.3,8,25.407104
-10.3,4,25.408173
-2.0,20,25.412908
8.7,14,25.416494
9.3,8,25.418322
9.3,8,25.420143
9.2,9,25.422829
-10.1,2,25.42306
9.3,8,25.42552
-10.0,1,25.426198
9.3,8,25.428127
-10.2,3,25.428428
-11.2,4,25.42934
9.2,9,25.431922
9.3,8,25.433902
9.3,8,25.435801
-10.7,8,25.438014
-10.7,8,25.440074
-10.6,7,25.441833
9.3,8,25.443771
-10.5,6,25.445501
9.3,8,25.447573
9.3,8,25.44951
9.3,8,25.451327
9.3,8,25.453264
9.3,8,25.455707
9.3,8,25.457681
9.3,8,25.459525
9.3,8,25.462038
-12.7,9,25.464042
8.3,9,25.466104
9.3,8,25.468082
7.3,9,25.47064
-10.2,3,25.471186
9.3,8,25.473339
9.3,8,25.475174
9.3,8,25.477002
-10.7,8,25.478871
9.3,8,25.481225
9.3,8,25.483179
9.3,8,25.485484
9.3,8,25.48756
-10.0,1,25.488457
9.3,8,25.490333
-10.2,3,25.490635
9.3,8,25.492559
9.3,8,25.494383
9.3,8,25.496185
-10.5,6,25.498364
9.3,8,25.500285
9.3,8,25.50218
8.3,9,25.504619
9.1,10,25.507413
-10.5,6,25.508571
-10.4,5,25.509653
9.3,8,25.511554
9.3,8,25.513333
9.3,8,25.515226
9.3,8,25.517721
-11.7,9,25.520296
9.3,8,25.522556
-10.5,6,25.523792
9.3,8,25.525629
9.3,8,25.527403
9.3,8,25.529276
9.3,8,25.53112
9.3,8,25.532943
9.3,8,25.534787
9.3,8,25.537341
7.3,9,25.539668
9.3,8,25.541698
8.3,9,25.544357
9.3,8,25.546212
9.3,8,25.548394
9.3,8,25.550257
9.3,8,25.552094
8.3,9,25.554044
9.3,8,25.556243
9.3,8,25.558722
9.3,8,25.560516
9.3,8,25.562495
9.3,8,25.564537
9.3,8,25.566462
9.3,8,25.56839
-10.2,3,25.569244
-10.2,3,25.56954
-10.1,2,25.57032
9.3,8,25.572672
-10.4,5,25.574332
9.2,9,25.576209
9.3,8,25.578177
9.3,8,25.580225
9.3,8,25.582169
9.3,8,25.584057
9.3,8,25.585966
9.3,8,25.588434
-10.7,8,25.592702
9.3,8,25.616728
9.3,8,25.626659
9.3,8,25.630111
-10.6,7,25.64035
9.3,8,25.642635
9.3,8,25.644684
9.3,8,25.646543
9.3,8,25.648398
9.3,8,25.650254
-10.6,7,25.652008
-10.6,7,25.654135
-10.5,6,25.655837
9.3,8,25.657789
-10.1,2,25.658582
-10.1,2,25.6588
-10.1,2,25.65958
-10.0,1,25.659698
-10.0,1,25.659812
9.3,8,25.662121
9.3,8,25.664233
9.3,8,25.666296
9.3,8,25.668897
9.2,9,25.67099
9.3,8,25.673135
9.3,8,25.675248
