#{"t_start": 1753948336.807643, "env_id": "None"}
r,l,t
-10.7,8,38.053728
-10.7,8,38.055973
9.3,8,38.05792
9.3,8,38.059765
9.3,8,38.06164
9.3,8,38.063466
9.3,8,38.065889
9.3,8,38.067844
9.3,8,38.069805
9.3,8,38.072289
-10.7,8,38.074287
9.3,8,38.076182
9.3,8,38.078045
9.3,8,38.079865
9.3,8,38.081693
9.3,8,38.083834
9.2,9,38.086218
-10.1,2,38.086437
9.3,8,38.088727
9.3,8,38.090767
9.3,8,38.092739
9.3,8,38.094613
9.3,8,38.096462
9.3,8,38.0984
-10.0,1,38.099017
-10.0,1,38.09914
-10.0,1,38.099777
-10.0,1,38.099896
-10.0,1,38.100602
9.3,8,38.102531
-10.6,7,38.103812
6.6,5,38.105649
-10.7,8,38.107746
9.3,8,38.109674
-10.7,8,38.111483
9.3,8,38.113337
9.3,8,38.115724
9.1,10,38.1177
9.3,8,38.119606
9.3,8,38.122094
9.3,8,38.124131
9.3,8,38.126026
-10.4,5,38.127054
9.3,8,38.128869
9.3,8,38.130712
9.3,8,38.132587
9.2,9,38.135682
-12.7,9,38.137982
8.3,9,38.140159
9.3,8,38.142089
9.3,8,38.144034
-10.5,6,38.145908
9.3,8,38.148152
-10.2,3,38.148448
9.3,8,38.150282
9.3,8,38.152135
-10.0,1,38.153326
7.3,9,38.155758
9.3,8,38.157773
9.3,8,38.159837
9.3,8,38.161835
9.3,8,38.163766
-10.7,8,38.165765
-10.5,6,38.166933
9.3,8,38.168824
9.3,8,38.170768
-10.0,1,38.172469
9.3,8,38.174489
9.3,8,38.176398
9.3,8,38.178427
9.2,9,38.180428
-10.1,2,38.180628
-10.0,1,38.181338
9.3,8,38.183257
9.3,8,38.185324
9.3,8,38.187244
9.3,8,38.190142
9.3,8,38.192056
9.3,8,38.194143
9.3,8,38.196126
9.3,8,38.198074
-10.5,6,38.199179
9.3,8,38.201172
-10.3,4,38.20215
9.2,9,38.204217
9.3,8,38.206366
-10.1,2,38.207744
9.3,8,38.209675
-10.0,1,38.209793
9.3,8,38.212077
-10.1,2,38.212859
-10.1,2,38.213143
9.3,8,38.215159
9.3,8,38.217008
-12.6,8,38.218775
9.3,8,38.220882
9.3,8,38.225817
9.3,8,38.22784
9.3,8,38.233142
9.3,8,38.235046
9.3,8,38.237091
9.3,8,38.239508
-10.6,7,38.241385
9.3,8,38.243349
-10.6,7,38.245215
9.3,8,38.247106
9.3,8,38.250499
9.3,8,38.25253
9.1,10,38.255421
9.2,9,38.25768
9.3,8,38.2597
-10.2,3,38.260661
-12.4,6,38.262502
9.3,8,38.264382
9.3,8,38.266434
9.3,8,38.268341
-10.5,6,38.270298
9.3,8,38.273901
9.3,8,38.275996
9.3,8,38.278257
9.3,8,38.280226
9.3,8,38.282168
9.3,8,38.284053
9.3,8,38.286196
9.3,8,38.28848
9.3,8,38.290408
9.3,8,38.293009
9.3,8,38.294915
9.3,8,38.296827
9.3,8,38.298906
9.3,8,38.300852
9.1,10,38.303471
-10.5,6,38.304997
8.3,9,38.306976
9.3,8,38.308797
9.3,8,38.310604
9.3,8,38.312993
9.3,8,38.314905
9.2,9,38.317514
9.3,8,38.319499
-10.2,3,38.319796
9.3,8,38.322036
-10.3,4,38.322989
9.3,8,38.324865
9.3,8,38.326709
7.3,9,38.329253
9.3,8,38.331709
9.3,8,38.333602
9.3,8,38.335626
-10.6,7,38.336953
-10.6,7,38.339212
9.3,8,38.341185
9.3,8,38.344713
9.3,8,38.352965
9.3,8,38.35516
9.3,8,38.357496
-10.6,7,38.359872
9.3,8,38.361865
9.3,8,38.363876
-10.3,4,38.364946
-10.1,2,38.365166
9.3,8,38.367076
9.3,8,38.369025
9.3,8,38.371596
9.3,8,38.373736
9.3,8,38.375783
9.3,8,38.378237
9.3,8,38.380211
9.3,8,38.382189
9.3,8,38.384293
-10.3,4,38.385207
-10.3,4,38.386129
9.3,8,38.388315
9.3,8,38.39031
9.3,8,38.392142
9.3,8,38.39401
9.3,8,38.39639
9.3,8,38.398294
-10.0,1,38.398989
9.3,8,38.400972
-10.0,1,38.401112
9.3,8,38.403077
9.3,8,38.405387
7.3,9,38.407338
9.3,8,38.409164
9.3,8,38.410971
-10.2,3,38.412332
9.3,8,38.414251
9.3,8,38.416157
9.3,8,38.418252
9.3,8,38.420307
9.3,8,38.422859
9.3,8,38.424768
9.3,8,38.426594
9.2,9,38.428448
9.3,8,38.430247
9.3,8,38.432756
9.3,8,38.434781
-10.7,8,38.436866
-10.5,6,38.439062
-10.4,5,38.440218
14.3,9,38.442306
9.3,8,38.444307
-10.0,1,38.444422
9.3,8,38.446366
9.3,8,38.44829
9.3,8,38.450741
9.3,8,38.452788
-10.0,1,38.453548
9.3,8,38.45592
9.2,9,38.457932
9.2,9,38.45989
9.3,8,38.461895
9.3,8,38.463802
9.3,8,38.465683
9.3,8,38.467496
9.3,8,38.469874
-10.7,8,38.472219
9.3,8,38.474237
-10.6,7,38.476218
9.3,8,38.478158
9.3,8,38.480119
9.3,8,38.482001
9.3,8,38.48384
9.3,8,38.485928
9.3,8,38.488144
9.2,9,38.490768
9.3,8,38.492682
9.3,8,38.494794
-10.4,5,38.495949
9.3,8,38.498068
9.3,8,38.500044
-10.7,8,38.502012
-10.5,6,38.503755
9.3,8,38.50603
9.3,8,38.507921
9.3,8,38.510336
9.3,8,38.512298
9.3,8,38.514297
9.3,8,38.516422
9.3,8,38.518399
9.3,8,38.520316
9.3,8,38.522617
9.3,8,38.52446
9.3,8,38.526278
9.3,8,38.528086
9.3,8,38.530524
9.3,8,38.532541
9.3,8,38.534624
9.3,8,38.536589
9.3,8,38.53898
9.3,8,38.540999
9.3,8,38.54287
9.3,8,38.544691
9.3,8,38.546508
9.3,8,38.548338
9.3,8,38.551105
9.3,8,38.553039
9.2,9,38.555303
9.3,8,38.557339
7.3,9,38.559258
9.3,8,38.561128
9.3,8,38.563071
-10.1,2,38.563861
-10.1,2,38.56406
-10.0,1,38.564708
9.3,8,38.567119
9.3,8,38.569031
8.3,9,38.57144
9.3,8,38.573553
9.3,8,38.57541
9.3,8,38.577313
9.3,8,38.579234
9.3,8,38.581072
9.3,8,38.582881
9.3,8,38.584691
-10.5,6,38.586375
9.1,10,38.589434
-10.0,1,38.589566
9.3,8,38.591583
-10.0,1,38.591713
-10.0,1,38.592489
-10.0,1,38.592618
-10.0,1,38.592738
9.3,8,38.594728
9.3,8,38.59656
9.3,8,38.599124
9.3,8,38.601034
9.3,8,38.602937
7.2,10,38.606068
9.3,8,38.60796
9.3,8,38.609908
-10.0,1,38.610042
9.3,8,38.611945
9.3,8,38.61415
9.3,8,38.615983
9.3,8,38.618436
9.3,8,38.620385
-10.3,4,38.621707
-10.4,5,38.622842
9.3,8,38.624886
9.3,8,38.626765
-10.4,5,38.627784
9.3,8,38.629655
9.3,8,38.631513
9.3,8,38.633378
-10.0,1,38.634534
9.3,8,38.636415
9.2,9,38.638817
9.3,8,38.640971
9.3,8,38.642915
9.3,8,38.644959
-10.4,5,38.645974
-10.8,9,38.647898
-10.4,5,38.649469
9.3,8,38.651282
9.3,8,38.653831
9.3,8,38.656145
-10.5,6,38.657424
9.3,8,38.659444
9.3,8,38.661398
9.3,8,38.663286
9.3,8,38.665146
9.3,8,38.666961
9.3,8,38.668804
9.3,8,38.670832
9.3,8,38.67374
9.3,8,38.675689
9.3,8,38.677968
9.3,8,38.679944
9.3,8,38.681858
9.3,8,38.683735
-10.4,5,38.684783
9.3,8,38.686629
9.3,8,38.689017
-10.2,3,38.68993
9.2,9,38.692518
-10.0,1,38.693232
9.3,8,38.695183
9.3,8,38.697268
9.3,8,38.699242
9.3,8,38.70111
9.2,9,38.703014
9.3,8,38.705351
-10.5,6,38.706515
9.3,8,38.708437
9.3,8,38.710929
9.3,8,38.712929
9.3,8,38.714901
9.2,9,38.717668
9.3,8,38.719663
9.3,8,38.722218
9.3,8,38.724184
9.3,8,38.726073
-10.4,5,38.727092
9.3,8,38.72892
9.3,8,38.731433
9.2,9,38.733514
9.3,8,38.735596
9.3,8,38.737702
-10.5,6,38.739583
-10.3,4,38.740535
-10.1,2,38.740741
-10.0,1,38.740852
-10.0,1,38.741498
9.3,8,38.743682
9.3,8,38.746126
9.3,8,38.748038
9.3,8,38.749943
9.3,8,38.752013
-10.1,2,38.752235
-10.1,2,38.753028
-10.0,1,38.753148
9.2,9,38.755466
-10.1,2,38.756303
9.3,8,38.758172
9.3,8,38.760687
9.3,8,38.762615
-10.0,1,38.762739
-10.0,1,38.76285
9.3,8,38.76497
-10.0,1,38.765106
9.3,8,38.767146
9.3,8,38.768968
-10.7,8,38.771433
-10.6,7,38.773372
9.3,8,38.77579
9.3,8,38.777735
-10.7,8,38.77967
9.3,8,38.781711
8.3,9,38.783613
9.3,8,38.785412
-10.7,8,38.78743
-10.7,8,38.789549
-10.6,7,38.791279
9.3,8,38.793081
-10.2,3,38.794536
-10.2,3,38.795417
-10.3,4,38.796392
9.3,8,38.798305
-10.0,1,38.798428
9.3,8,38.800497
-10.4,5,38.801582
9.3,8,38.803455
-10.3,4,38.80507
-10.3,4,38.806178
-10.1,2,38.807587
9.3,8,38.809771
9.3,8,38.811664
7.3,9,38.813779
9.3,8,38.81573
9.3,8,38.817635
9.3,8,38.81956
9.3,8,38.821991
-10.2,3,38.822906
9.3,8,38.824771
-10.7,8,38.827269
-10.7,8,38.829218
-10.6,7,38.830468
9.3,8,38.832483
9.3,8,38.834416
9.3,8,38.836333
6.9,2,38.83708
-10.5,6,38.838577
9.3,8,38.840489
9.3,8,38.842308
9.3,8,38.844798
9.3,8,38.846678
9.3,8,38.848602
9.3,8,38.850596
9.3,8,38.852548
9.3,8,38.855029
9.3,8,38.857007
-10.1,2,38.85776
9.3,8,38.859531
-10.0,1,38.859647
-10.0,1,38.860297
9.3,8,38.862188
9.3,8,38.864095
9.3,8,38.865937
9.3,8,38.867922
-10.0,1,38.86864
9.3,8,38.870694
9.3,8,38.873254
9.3,8,38.875082
9.3,8,38.8769
9.3,8,38.879399
9.3,8,38.881331
9.3,8,38.883301
9.3,8,38.885239
-10.6,7,38.88649
-10.6,7,38.888681
9.3,8,38.89067
9.3,8,38.892617
-10.4,5,38.893657
-10.3,4,38.894573
-10.2,3,38.895983
9.3,8,38.897856
9.3,8,38.899743
9.3,8,38.901669
9.3,8,38.903908
9.3,8,38.90595
-10.2,3,38.9068
-10.6,7,38.908685
9.3,8,38.910521
-10.6,7,38.911715
-10.6,7,38.914051
9.3,8,38.915963
-10.1,2,38.916738
-10.0,1,38.916861
9.3,8,38.918876
9.3,8,38.921214
9.3,8,38.923128
-10.0,1,38.923248
-10.1,2,38.924092
9.3,8,38.926026
9.3,8,38.928444
-10.3,4,38.929355
9.3,8,38.931299
9.3,8,38.933316
9.3,8,38.935354
9.3,8,38.937886
9.3,8,38.94
9.3,8,38.941831
9.3,8,38.943708
9.3,8,38.945611
9.3,8,38.94799
9.3,8,38.949879
9.3,8,38.951771
9.3,8,38.953834
9.3,8,38.956173
9.1,10,38.958187
9.3,8,38.960058
9.3,8,38.961897
-10.0,1,38.96201
9.3,8,38.963852
9.3,8,38.966316
9.3,8,38.968142
9.3,8,38.970013
9.3,8,38.972448
9.3,8,38.974433
9.3,8,38.976374
9.2,9,38.978876
9.3,8,38.980696
9.3,8,38.982499
9.3,8,38.984369
9.3,8,38.986735
-10.6,7,38.988357
-10.7,8,38.990396
9.2,9,38.993039
9.3,8,38.994989
-10.1,2,38.995202
-10.1,2,38.995977
9.3,8,38.997877
9.3,8,39.000031
9.3,8,39.001879
9.3,8,39.004627
9.3,8,39.006665
9.3,8,39.008651
-10.6,7,39.009978
-10.4,5,39.011621
9.3,8,39.013444
-10.5,6,39.014562
-10.8,9,39.016592
-10.7,8,39.018476
9.3,8,39.020562
9.3,8,39.023581
9.3,8,39.025527
-10.2,3,39.026495
9.3,8,39.028578
-10.1,2,39.029457
8.3,9,39.031503
9.3,8,39.033446
9.3,8,39.035282
9.3,8,39.037175
9.3,8,39.039432
9.3,8,39.041856
9.3,8,39.043752
9.3,8,39.045673
9.3,8,39.047716
9.2,9,39.049699
9.3,8,39.051585
9.3,8,39.053557
6.3,8,39.055812
9.3,8,39.057689
7.3,9,39.059578
9.3,8,39.062025
9.3,8,39.064264
9.3,8,39.06631
-10.3,4,39.06735
-10.3,4,39.068347
-10.3,4,39.069369
-10.1,2,39.070185
-10.3,4,39.071479
9.3,8,39.07346
9.3,8,39.075293
-10.7,8,39.077759
-5.6,8,39.07959
9.3,8,39.081486
9.3,8,39.08355
-10.0,1,39.08368
-10.0,1,39.08379
9.3,8,39.085671
9.3,8,39.088017
9.3,8,39.090093
9.3,8,39.091928
-10.3,4,39.093477
-10.2,3,39.094328
9.3,8,39.09625
9.3,8,39.098178
9.3,8,39.100192
9.3,8,39.10213
-10.3,4,39.103054
-10.2,3,39.103998
9.3,8,39.106353
9.3,8,39.108195
9.3,8,39.110654
-10.1,2,39.110863
-10.1,2,39.111654
9.3,8,39.113554
9.3,8,39.115659
-10.4,5,39.116778
-10.6,7,39.118567
9.3,8,39.120431
9.3,8,39.122729
9.3,8,39.124598
9.3,8,39.127082
-10.2,3,39.128241
8.3,9,39.130193
-12.3,5,39.131196
9.3,8,39.133195
-10.3,4,39.134113
9.3,8,39.135909
9.3,8,39.138389
9.2,9,39.140398
9.3,8,39.142232
9.3,8,39.144674
9.3,8,39.146597
9.3,8,39.148573
9.3,8,39.15062
-10.2,3,39.151531
9.3,8,39.153545
9.3,8,39.156181
9.3,8,39.158144
-10.3,4,39.159187
-10.1,2,39.159971
9.3,8,39.162758
9.3,8,39.16484
9.3,8,39.166829
9.3,8,39.168873
-10.2,3,39.169176
9.3,8,39.171428
9.3,8,39.173515
9.3,8,39.175336
-10.1,2,39.17608
-10.0,1,39.176193
9.3,8,39.178727
9.3,8,39.180631
9.3,8,39.182538
9.3,8,39.184634
9.3,8,39.186469
-10.7,8,39.189198
9.3,8,39.191061
-10.0,1,39.191174
9.3,8,39.193282
9.3,8,39.195113
-10.1,2,39.196409
-10.0,1,39.196529
9.3,8,39.198458
9.3,8,39.200368
9.3,8,39.202433
9.3,8,39.204659
9.3,8,39.206736
9.3,8,39.208663
9.3,8,39.210546
-10.0,1,39.210662
9.3,8,39.213074
9.3,8,39.215026
-10.3,4,39.216013
-10.1,2,39.216811
9.3,8,39.218823
-10.7,8,39.220838
9.3,8,39.223064
9.3,8,39.225043
9.3,8,39.226839
9.3,8,39.228679
9.3,8,39.23119
-10.1,2,39.231395
-10.1,2,39.232155
9.3,8,39.234079
9.3,8,39.23612
9.3,8,39.238422
9.3,8,39.240394
-10.3,4,39.241386
9.2,9,39.243288
9.3,8,39.245098
9.3,8,39.247619
9.3,8,39.24974
9.3,8,39.251675
-10.5,6,39.253531
9.3,8,39.255834
9.3,8,39.258039
9.2,9,39.259957
-10.6,7,39.26175
-10.5,6,39.262897
9.3,8,39.264755
9.3,8,39.267341
9.3,8,39.269366
9.3,8,39.271703
9.3,8,39.273758
9.3,8,39.275678
9.3,8,39.27768
9.3,8,39.279528
9.3,8,39.281405
9.3,8,39.283305
9.3,8,39.285156
9.3,8,39.287873
9.3,8,39.29004
9.3,8,39.292194
9.3,8,39.294255
9.3,8,39.296249
-10.0,1,39.296364
-10.0,1,39.297088
9.3,8,39.299126
-10.0,1,39.299252
9.3,8,39.301086
9.3,8,39.303544
-10.6,7,39.30577
9.3,8,39.307835
-10.7,8,39.309839
9.3,8,39.311769
9.3,8,39.313635
9.2,9,39.315575
9.3,8,39.317407
9.3,8,39.319223
9.3,8,39.321363
-10.0,1,39.322348
9.3,8,39.324445
-10.4,5,39.325513
-10.3,4,39.326496
7.3,9,39.329184
9.3,8,39.331127
9.3,8,39.332964
9.3,8,39.334914
9.2,9,39.33686
-10.5,6,39.338296
9.3,8,39.340748
-10.4,5,39.342273
9.3,8,39.344188
9.3,8,39.346268
-10.1,2,39.34644
9.3,8,39.348417
9.3,8,39.350381
9.3,8,39.352366
9.3,8,39.354547
-10.3,4,39.355683
-10.6,7,39.358166
9.3,8,39.360153
9.3,8,39.362232
9.3,8,39.364397
9.3,8,39.366343
9.3,8,39.368317
9.3,8,39.370591
9.3,8,39.373283
9.3,8,39.375385
9.3,8,39.37753
9.3,8,39.380339
9.3,8,39.38258
9.3,8,39.385029
9.3,8,39.387116
9.3,8,39.38995
9.3,8,39.392218
9.3,8,39.394353
9.3,8,39.396376
9.3,8,39.398426
9.3,8,39.400375
-10.3,4,39.401944
9.3,8,39.404255
-10.0,1,39.404416
9.3,8,39.406603
-10.0,1,39.40673
9.3,8,39.408901
-10.1,2,39.409771
-10.0,1,39.409892
-10.0,1,39.410006
9.3,8,39.412064
9.3,8,39.414641
9.3,8,39.416703
9.3,8,39.419039
9.3,8,39.421495
9.3,8,39.423643
9.3,8,39.425822
9.3,8,39.427902
9.3,8,39.430012
-10.2,3,39.430948
-10.1,2,39.431807
9.3,8,39.434499
-10.0,1,39.434646
9.3,8,39.436695
9.3,8,39.439334
9.3,8,39.441632
9.3,8,39.443863
9.3,8,39.446284
9.3,8,39.448525
9.3,8,39.450649
9.3,8,39.45276
9.3,8,39.45586
9.3,8,39.458038
9.3,8,39.460214
9.3,8,39.462564
-10.2,3,39.463454
-10.7,8,39.465385
9.3,8,39.467425
8.1,20,39.472483
9.3,8,39.474506
9.3,8,39.476379
9.3,8,39.478781
9.3,8,39.480681
9.3,8,39.48261
-10.3,4,39.483703
-10.1,2,39.483936
-10.2,3,39.484852
9.3,8,39.486789
9.3,8,39.489038
9.3,8,39.491054
9.3,8,39.492941
9.3,8,39.495339
9.3,8,39.497256
9.3,8,39.499169
9.3,8,39.501269
9.3,8,39.503215
-10.2,3,39.504337
-10.2,3,39.504704
9.3,8,39.506841
9.3,8,39.508687
9.3,8,39.510569
-10.0,1,39.511832
9.3,8,39.513789
9.3,8,39.515722
9.3,8,39.517749
9.3,8,39.519706
9.3,8,39.522303
7.3,9,39.524318
9.3,8,39.526463
9.3,8,39.52831
-10.0,1,39.528428
-10.0,1,39.529043
-10.0,1,39.529745
9.3,8,39.531693
9.3,8,39.533623
-10.0,1,39.533749
-2.0,20,39.539221
-10.4,5,39.540278
8.8,13,39.543276
-10.4,5,39.54488
-10.7,8,39.546717
-10.7,8,39.549133
9.3,8,39.551001
9.3,8,39.553007
-10.7,8,39.555417
-2.0,20,39.560159
9.0,11,39.562344
9.3,8,39.564278
9.3,8,39.566145
9.3,8,39.567982
9.1,10,39.570601
-10.5,6,39.572444
9.3,8,39.574384
9.3,8,39.576328
9.3,8,39.578353
7.3,9,39.58095
9.3,8,39.58283
9.3,8,39.584719
9.3,8,39.586557
9.3,8,39.589131
9.1,10,39.591287
9.3,8,39.593848
-10.2,3,39.594743
9.3,8,39.596682
9.3,8,39.598772
9.3,8,39.600784
9.3,8,39.602694
9.3,8,39.605353
9.3,8,39.607307
9.3,8,39.609192
9.3,8,39.611033
9.3,8,39.613535
9.3,8,39.615449
9.3,8,39.617351
9.3,8,39.619436
9.3,8,39.621734
9.3,8,39.623618
9.3,8,39.625462
9.3,8,39.627434
9.3,8,39.629309
-10.1,2,39.629512
9.3,8,39.631913
-10.3,4,39.63285
9.3,8,39.634722
9.3,8,39.636926
-10.3,4,39.638099
-10.3,4,39.63912
-10.1,2,39.639926
-10.0,1,39.640041
-10.0,1,39.640151
9.1,10,39.642797
9.3,8,39.64531
9.3,8,39.647313
9.3,8,39.649235
9.3,8,39.651284
9.3,8,39.653521
9.3,8,39.65581
9.3,8,39.657692
9.3,8,39.659533
9.3,8,39.661407
9.3,8,39.663231
9.3,8,39.665785
9.3,8,39.667702
9.3,8,39.669806
9.3,8,39.67208
9.3,8,39.674045
-10.4,5,39.675179
9.3,8,39.677094
9.3,8,39.678939
9.3,8,39.680724
9.3,8,39.682589
9.3,8,39.684929
-10.6,7,39.686745
9.3,8,39.689042
-10.7,8,39.691076
-10.6,7,39.692924
9.3,8,39.694782
-10.3,4,39.695725
-10.1,2,39.695931
9.3,8,39.697728
9.3,8,39.699527
9.3,8,39.701931
9.3,8,39.703944
9.3,8,39.706256
9.3,8,39.708234
9.3,8,39.710056
9.3,8,39.712031
9.3,8,39.713911
9.3,8,39.716091
9.3,8,39.718012
9.3,8,39.719868
9.3,8,39.722875
9.3,8,39.724793
9.3,8,39.726776
9.3,8,39.728803
9.3,8,39.730774
9.3,8,39.732707
-10.1,2,39.733398
9.3,8,39.735215
-10.7,8,39.737113
9.3,8,39.739318
-10.6,7,39.741238
9.3,8,39.743214
9.3,8,39.745184
9.3,8,39.747259
-10.6,7,39.74915
9.3,8,39.751123
9.3,8,39.753196
-10.3,4,39.754314
-10.3,4,39.755688
-10.4,5,39.756826
9.3,8,39.759415
9.3,8,39.761424
-10.4,5,39.763108
9.3,8,39.765248
8.3,9,39.767223
-10.1,2,39.767428
9.3,8,39.769262
9.3,8,39.771647
-10.6,7,39.773701
9.3,8,39.775588
-10.7,8,39.778024
9.3,8,39.779933
9.3,8,39.78221
9.3,8,39.784301
9.3,8,39.786315
9.3,8,39.788881
9.3,8,39.790789
-10.0,1,39.790899
9.3,8,39.792738
-10.7,8,39.794645
9.3,8,39.797127
9.3,8,39.799028
9.3,8,39.801012
9.3,8,39.803044
9.1,10,39.806057
9.3,8,39.808295
9.3,8,39.810211
9.3,8,39.812362
9.3,8,39.814454
9.3,8,39.816568
9.3,8,39.819238
9.3,8,39.822085
9.3,8,39.824432
9.3,8,39.826605
-10.1,2,39.826837
-10.1,2,39.827724
9.3,8,39.830029
9.3,8,39.832172
9.3,8,39.834274
-10.4,5,39.835433
7.3,9,39.838561
9.3,8,39.840745
9.3,8,39.842945
9.3,8,39.844983
9.3,8,39.846945
9.3,8,39.849102
9.3,8,39.851834
9.3,8,39.855058
9.3,8,39.857771
9.2,9,39.860874
9.3,8,39.863757
9.3,8,39.866059
9.3,8,39.868724
-10.0,1,39.868892
-10.0,1,39.869022
9.3,8,39.871871
9.3,8,39.874171
-10.0,1,39.874312
9.3,8,39.876549
-10.1,2,39.877568
-10.0,1,39.878186
9.3,8,39.880359
-10.0,1,39.880482
-10.1,2,39.881354
-10.6,7,39.88333
-10.7,8,39.885494
-10.5,6,39.886871
-10.7,8,39.889632
9.3,8,39.891873
9.3,8,39.893954
9.3,8,39.896671
9.3,8,39.898907
-10.0,1,39.899046
9.3,8,39.901276
-10.0,1,39.902052
-10.0,1,39.902178
-10.0,1,39.902295
-10.0,1,39.90241
9.3,8,39.90506
9.3,8,39.907342
9.3,8,39.910125
9.3,8,39.912234
-10.4,5,39.914133
9.3,8,39.916262
9.3,8,39.918454
-10.0,1,39.918601
-10.0,1,39.918725
-10.0,1,39.918842
9.3,8,39.921311
-10.0,1,39.922281
9.3,8,39.924939
-10.2,3,39.925271
-10.3,4,39.926332
-10.4,5,39.928414
9.3,8,39.930613
9.3,8,39.932826
9.3,8,39.935131
9.3,8,39.937879
9.3,8,39.940291
9.3,8,39.942602
9.2,9,39.94561
-11.6,8,39.94799
9.3,8,39.95085
9.2,9,39.953362
9.2,9,39.956797
9.3,8,39.959075
9.3,8,39.961268
9.3,8,39.963584
9.3,8,39.965946
9.3,8,39.968234
9.3,8,39.971567
-10.5,6,39.973818
9.3,8,39.976287
9.3,8,39.978557
-10.0,1,39.978691
9.2,9,39.98084
9.3,8,39.983011
8.2,10,39.986143
9.3,8,39.989037
9.3,8,39.99137
-10.5,6,39.993371
9.3,8,39.995655
-2.0,20,40.001661
-10.0,1,40.002488
-10.0,1,40.002617
9.3,8,40.005804
-10.2,3,40.006883
9.3,8,40.009238
-10.4,5,40.010495
-10.2,3,40.011523
9.3,8,40.014527
9.3,8,40.0168
-10.4,5,40.018077
9.3,8,40.021371
9.3,8,40.024211
9.3,8,40.026584
8.3,18,40.031629
9.3,8,40.034074
-10.4,5,40.036128
9.3,8,40.038947
-10.2,3,40.039877
9.3,8,40.042194
9.3,8,40.044559
-10.6,7,40.04715
9.3,8,40.049545
-10.4,5,40.05081
9.3,8,40.053352
-10.3,4,40.054905
9.3,8,40.057437
6.3,10,40.060658
9.3,8,40.063763
9.3,8,40.066165
9.3,8,40.068856
9.3,8,40.072015
-10.8,9,40.074623
-10.7,8,40.077002
9.3,8,40.07944
-10.5,6,40.081676
9.3,8,40.083938
9.3,8,40.086583
9.3,8,40.090416
6.5,6,40.091784
9.3,8,40.094317
9.3,8,40.096687
9.3,8,40.099099
-2.0,20,40.105902
-10.0,1,40.106054
8.5,16,40.110451
-10.2,3,40.11145
9.3,8,40.113772
-10.1,2,40.115378
9.3,8,40.117685
-10.2,3,40.118024
9.3,8,40.120366
9.3,8,40.123303
9.3,8,40.125786
9.3,8,40.128405
9.3,8,40.130737
9.2,9,40.133655
9.3,8,40.135975
9.3,8,40.139544
9.3,8,40.14201
9.3,8,40.144276
-11.7,9,40.146535
9.3,8,40.148825
8.3,9,40.151039
9.3,8,40.153325
-10.0,1,40.153463
-10.0,1,40.154976
9.3,8,40.157408
9.3,8,40.160327
9.3,8,40.162455
9.3,8,40.165301
9.3,8,40.167654
9.3,8,40.169936
9.3,8,40.173048
-10.6,7,40.17445
9.3,8,40.176787
8.9,12,40.18017
-10.4,5,40.182138
-10.5,6,40.184091
9.3,8,40.186248
9.3,8,40.189289
9.3,8,40.191702
-10.1,2,40.192632
-10.2,3,40.192995
9.3,8,40.195398
9.3,8,40.197665
9.3,8,40.199923
8.3,9,40.202923
9.3,8,40.206678
9.3,8,40.209066
9.3,8,40.211426
9.3,8,40.213704
9.3,8,40.215751
9.3,8,40.217808
-10.3,4,40.21901
9.3,8,40.221921
9.3,8,40.224236
9.3,8,40.226514
-10.3,4,40.228234
9.3,8,40.230572
9.3,8,40.232815
9.3,8,40.235295
9.3,8,40.237896
9.3,8,40.240704
-10.4,5,40.24229
-10.2,3,40.243369
-10.6,7,40.244725
-10.3,4,40.245861
-10.6,7,40.248746
-10.5,6,40.250729
-10.4,5,40.251933
-10.3,4,40.253377
-10.2,3,40.254938
-10.1,2,40.25522
-10.5,6,40.257225
8.3,9,40.259516
9.3,8,40.26176
9.3,8,40.264055
9.3,8,40.267046
9.3,8,40.269367
9.3,8,40.272412
9.3,8,40.274567
-10.2,3,40.275495
9.3,8,40.277913
9.3,8,40.280201
9.3,8,40.282407
9.3,8,40.284602
9.3,8,40.286989
9.3,8,40.291177
9.3,8,40.293425
9.3,8,40.295899
9.3,8,40.29819
9.3,8,40.30057
9.3,8,40.302638
9.3,8,40.305773
9.3,8,40.308002
-10.0,1,40.308137
8.3,18,40.312834
9.3,8,40.316017
-10.4,5,40.317908
9.3,8,40.321129
9.3,8,40.323515
9.3,8,40.32572
6.3,10,40.328172
9.3,8,40.33057
9.3,8,40.332954
9.3,8,40.335361
9.3,8,40.337834
9.3,8,40.340992
9.3,8,40.343438
9.3,8,40.345949
9.3,8,40.348193
9.3,8,40.350462
-10.0,1,40.350597
-10.0,1,40.35143
14.3,9,40.353754
9.3,8,40.356412
-10.6,7,40.358623
-10.7,8,40.361595
-10.7,8,40.363847
-10.6,7,40.365258
-10.7,8,40.367626
9.3,8,40.369812
9.3,8,40.372946
-10.6,7,40.375155
-12.6,8,40.377356
8.3,9,40.379686
9.2,9,40.382724
-10.2,3,40.383714
9.3,8,40.385997
-10.7,8,40.388982
-10.4,5,40.391069
-10.4,5,40.39218
9.3,8,40.394074
9.3,8,40.396508
9.2,9,40.398512
9.3,8,40.400517
9.3,8,40.40244
9.3,8,40.405418
9.3,8,40.407556
9.3,8,40.409756
9.3,8,40.411785
9.3,8,40.413711
9.3,8,40.415729
9.3,8,40.417631
9.3,8,40.419489
9.3,8,40.421937
9.3,8,40.423918
-10.0,1,40.424596
9.3,8,40.426701
9.3,8,40.428794
