#{"t_start": 1753906027.9942641, "env_id": "None"}
r,l,t
7.0,1,3.43311
-36.2,20,3.435627
-26.5,20,3.437774
-32.3,20,3.439906
-36.2,20,3.442019
-34.2,20,3.444122
-24.6,20,3.446219
-28.9,20,3.44833
-30.5,20,3.45051
-24.9,17,3.452334
-19.5,19,3.454325
-12.2,4,3.454859
-10.0,1,3.455594
7.0,1,3.456233
7.0,1,3.456811
-10.0,1,3.490772
7.0,1,3.491575
-10.0,1,3.492158
7.0,1,3.492732
-10.0,1,3.493288
-10.0,1,3.493843
-10.0,1,3.494395
7.0,1,3.494946
5.0,2,3.49561
-1.8,13,3.497687
-20.0,20,3.501196
-12.3,20,3.503344
-27.6,20,3.506808
-11.0,10,3.507923
4.9,3,3.509139
-19.6,20,3.511687
-5.3,20,3.513768
-33.3,20,3.517254
-22.8,20,3.519421
-10.5,19,3.521449
-10.0,1,3.522897
-10.0,1,3.523522
7.0,1,3.52407
9.8,5,3.525032
5.0,2,3.525873
-10.1,2,3.526614
7.0,1,3.527229
7.0,1,3.527787
1.0,4,3.528645
2.6,7,3.529964
5.0,2,3.530885
-32.4,20,3.533461
-16.0,20,3.535583
-15.6,19,3.537541
-23.0,17,3.539301
1.0,4,3.539814
7.0,1,3.540576
-3.2,8,3.541875
-39.0,20,3.544594
-21.0,20,3.546666
-8.2,15,3.548265
-27.6,20,3.55146
-3.2,8,3.5524
7.0,1,3.553293
-0.1,4,3.554185
-10.0,1,3.554872
-10.0,1,3.555435
4.9,3,3.556197
7.0,1,3.556847
4.9,3,3.55762
6.9,2,3.585268
-10.0,1,3.58608
-10.0,1,3.586649
-10.0,1,3.587194
-10.0,1,3.587736
7.0,1,3.588279
-10.0,1,3.588813
-10.0,1,3.589343
-10.0,1,3.58988
7.0,1,3.590415
5.0,2,3.591262
-8.1,10,3.592838
-10.0,1,3.593792
7.0,1,3.594394
-29.5,20,3.596863
-12.5,11,3.598081
5.0,2,3.599201
-30.5,20,3.602417
-33.3,20,3.604592
-32.3,20,3.606709
-30.1,20,3.60883
-20.1,7,3.609676
-13.2,8,3.610535
-1.4,9,3.612373
-10.0,1,3.613301
-10.0,1,3.613882
7.0,1,3.614426
6.9,2,3.615071
5.0,2,3.615792
5.0,2,3.616814
-29.5,20,3.619377
-23.8,20,3.621503
-34.3,20,3.623617
-10.4,20,3.62573
-19.4,10,3.628019
-33.3,20,3.630059
2.8,5,3.630693
-1.5,20,3.633536
-15.6,18,3.636625
-14.0,3,3.637057
-26.5,15,3.639193
-24.8,20,3.641241
-40.0,20,3.643372
-34.3,20,3.645505
-27.5,20,3.647614
-40.0,20,3.649796
-27.0,18,3.651672
-10.0,1,3.651895
-10.0,1,3.652511
-10.0,1,3.653088
-10.0,1,3.693466
-10.0,1,3.694285
-10.0,1,3.694867
7.0,1,3.695431
-4.1,8,3.696717
-13.4,20,3.699744
-28.5,20,3.703413
-8.5,20,3.705569
-5.7,20,3.708876
-25.7,20,3.712129
5.0,2,3.712462
7.0,1,3.713141
5.0,2,3.713802
7.0,1,3.714418
7.0,1,3.714968
-10.0,1,3.715516
-10.0,1,3.716279
-18.7,16,3.718452
-19.2,8,3.719358
4.8,4,3.719827
-20.1,7,3.721153
7.0,1,3.721316
-14.2,20,3.723759
-13.2,14,3.726359
-21.9,20,3.729346
-13.7,10,3.73047
3.0,3,3.731624
7.0,1,3.7323
5.0,2,3.733012
-1.1,6,3.734165
6.8,3,3.735153
4.9,3,3.736028
7.0,1,3.736674
-10.0,1,3.737222
-10.0,1,3.73776
7.0,1,3.7383
7.0,1,3.738837
-10.0,1,3.739375
7.0,1,3.739922
-10.0,1,3.740465
7.0,1,3.741001
-13.2,20,3.743439
4.8,4,3.745057
-13.2,15,3.747185
-16.2,6,3.748825
-21.5,16,3.750575
-29.5,20,3.752684
-36.1,20,3.754771
6.9,2,3.755107
6.6,5,3.756184
7.0,1,3.797113
7.0,1,3.797971
7.0,1,3.798569
7.0,1,3.799178
-10.0,1,3.799849
-10.0,1,3.800422
7.0,1,3.800979
-32.4,20,3.803521
1.6,19,3.805676
0.0,5,3.807502
-10.0,1,3.808315
-10.0,1,3.80889
-24.7,20,3.811395
-30.4,20,3.813466
-25.8,17,3.815236
-7.1,9,3.816358
-10.0,1,3.817561
6.9,2,3.818297
5.0,2,3.819034
-10.0,1,3.819664
7.0,1,3.820224
-12.5,16,3.822285
-8.6,20,3.825332
-18.6,11,3.827737
-34.3,20,3.829785
5.0,2,3.830116
-2.0,6,3.831317
-26.7,20,3.834323
-16.2,20,3.836439
2.9,4,3.836968
-17.2,20,3.839692
5.0,2,3.840042
-34.2,20,3.842552
-22.8,20,3.844658
-16.2,20,3.846712
-5.4,20,3.848752
1.0,4,3.850452
7.0,1,3.851225
7.0,1,3.851795
2.9,4,3.852667
-30.3,20,3.855333
-6.0,8,3.856289
1.0,4,3.857505
7.0,1,3.858229
-5.3,10,3.859705
-40.0,20,3.86251
-16.9,20,3.864589
-34.2,20,3.866818
-35.2,20,3.868881
-14.1,4,3.86941
-15.3,20,3.908646
-32.4,20,3.910843
7.0,1,3.911086
-10.0,1,3.911873
-10.0,1,3.912443
-10.0,1,3.913029
7.0,1,3.913726
-21.9,20,3.91671
-15.1,20,3.9189
-1.0,5,3.919547
-5.7,20,3.922377
7.0,1,3.923739
5.0,2,3.924458
3.0,3,3.925304
-23.8,20,3.927876
-24.6,20,3.929949
-12.3,14,3.931446
7.0,1,3.932576
5.0,2,3.933561
2.9,4,3.934557
-17.0,13,3.936482
-10.0,1,3.936683
7.0,1,3.937257
5.0,2,3.937928
7.0,1,3.938543
6.9,2,3.939209
4.9,3,3.940022
7.0,1,3.940669
-35.2,20,3.943087
-33.3,20,3.945148
-35.1,15,3.946731
-7.7,20,3.948743
-35.2,20,3.952004
7.0,1,3.952241
7.0,1,3.952869
5.0,2,3.953554
5.0,2,3.954286
5.0,2,3.955016
-10.0,1,3.955633
-10.0,1,3.956193
7.0,1,3.956759
7.0,1,3.957304
7.0,1,3.957849
-12.0,2,3.958502
7.0,1,3.959118
-9.2,12,3.960766
-36.2,20,3.963642
-28.0,10,3.964767
7.0,1,3.964948
1.0,4,3.965951
-10.0,1,3.993129
-10.0,1,3.993931
7.0,1,3.994514
6.9,2,3.995358
7.0,1,3.996511
5.0,2,3.99726
-39.0,20,4.000415
-23.1,17,4.002326
3.0,3,4.002756
-34.3,20,4.005527
-20.1,16,4.007282
7.0,1,4.007497
-27.1,19,4.009899
1.0,4,4.010437
0.9,5,4.011578
1.0,4,4.012652
-26.7,20,4.015266
-20.9,20,4.017732
-38.1,20,4.019841
-38.1,20,4.021895
5.0,2,4.02223
1.0,4,4.023313
4.9,3,4.024237
6.9,2,4.025009
-12.0,2,4.025737
-10.0,1,4.026377
7.0,1,4.02695
5.0,2,4.027618
-4.2,9,4.029051
-5.0,7,4.030556
3.0,3,4.031596
-10.0,1,4.03226
7.0,1,4.033057
-10.1,2,4.033833
4.9,3,4.034677
-10.0,1,4.035327
10.0,3,4.036091
-10.0,1,4.036732
7.0,1,4.037272
-9.0,9,4.038627
-3.0,6,4.04002
-1.0,5,4.041218
7.0,1,4.041949
5.0,2,4.042601
-10.0,1,4.043193
-10.0,1,4.043728
7.0,1,4.044254
-19.1,20,4.046653
-16.0,13,4.048063
